gene	contig	start	stop	strand	family	nb_copy_in_genome	partition	persistent_neighbors	shell_neighbors	cloud_neighbors	RGP	Spot	Module
BEJGEH_00005	contig_1	169	255	+	AJBGEP_00005	1	persistent	2	0	0			
BEJGEH_00010	contig_1	337	2799	+	AJBGEP_00010	1	persistent	2	0	0			
BEJGEH_00015	contig_1	2801	3730	+	AJBGEP_00015	1	persistent	2	0	0			
BEJGEH_00020	contig_1	3734	5020	+	AJBGEP_00020	1	persistent	2	0	0			
BEJGEH_00025	contig_1	5113	5886	-	AJBGEP_00025	1	persistent	2	0	0			
BEJGEH_00030	contig_1	5965	7395	-	AJBGEP_00030	1	persistent	2	0	0			
BEJGEH_00035	contig_1	7664	8617	+	AJBGEP_00035	1	persistent	2	0	0			
BEJGEH_00040	contig_1	8728	9318	+	AJBGEP_00040	1	persistent	2	0	0			
BEJGEH_00045	contig_1	9375	9941	-	AJBGEP_00045	1	persistent	2	0	0			
BEJGEH_00050	contig_1	10091	10804	-	AJBGEP_00050	1	persistent	2	0	0			
BEJGEH_00055	contig_1	10840	11244	-	AJBGEP_00055	1	persistent	2	0	0			
BEJGEH_00060	contig_1	11593	13509	+	AJBGEP_00060	1	persistent	2	0	0			
BEJGEH_00070	contig_1	13595	14734	+	AJBGEP_00070	1	persistent	2	0	1			
BEJGEH_00075	contig_1	14681	14821	-	HFCAGB_00075	1	cloud	2	0	0			
BEJGEH_00080	contig_1	15015	15962	+	AJBGEP_00075	1	persistent	2	0	1			
BEJGEH_00085	contig_1	16089	16433	+	AJBGEP_00080	1	persistent	2	0	0			
BEJGEH_00090	contig_1	16494	17027	-	AJBGEP_00085	1	persistent	2	0	0			
BEJGEH_00095	contig_1	17044	17487	-	HFCAGB_00095	1	persistent	2	0	0			
BEJGEH_00100	contig_1	17868	19967	+	AJBGEP_00095	1	persistent	2	0	0			
BEJGEH_00105	contig_1	20060	23056	+	AJBGEP_00100	1	persistent	2	0	0			
BEJGEH_00110	contig_1	23337	24041	+	AJBGEP_00105	1	persistent	2	0	0			
BEJGEH_00115	contig_1	24471	25013	+	AJBGEP_00110	1	persistent	2	0	0			
BEJGEH_00120	contig_1	25114	25800	+	AJBGEP_00115	1	persistent	2	0	0			
BEJGEH_00125	contig_1	25805	28426	+	AJBGEP_00120	1	persistent	2	0	0			
BEJGEH_00130	contig_1	28427	29434	+	AJBGEP_00125	1	persistent	2	0	0			
BEJGEH_00135	contig_1	29435	29980	+	AJBGEP_00130	1	persistent	2	0	0			
BEJGEH_00140	contig_1	29996	30514	+	AJBGEP_00135	1	persistent	2	0	0			
BEJGEH_00145	contig_1	30480	31211	+	AJBGEP_00140	1	persistent	2	0	0			
BEJGEH_00150	contig_1	31276	32121	+	AJBGEP_00145	1	persistent	2	0	0			
BEJGEH_00155	contig_1	32160	32447	+	AJBGEP_00150	1	persistent	2	0	0			
BEJGEH_00160	contig_1	32547	32996	-	AJBGEP_00155	1	persistent	2	0	1			
BEJGEH_00165	contig_1	33366	34370	+	AJBGEP_00160	1	persistent	2	0	0			
BEJGEH_00170	contig_1	34378	34815	-	AJBGEP_00165	1	persistent	2	0	0			
BEJGEH_00175	contig_1	35338	37056	+	AJBGEP_00170	1	persistent	2	0	0			
BEJGEH_00180	contig_1	37102	38664	-	AJBGEP_00175	1	persistent	2	0	0			
BEJGEH_00185	contig_1	38772	39533	-	AJBGEP_00180	1	persistent	2	0	0			
BEJGEH_00190	contig_1	40128	41621	+	AJBGEP_00185	1	persistent	2	0	2			
BEJGEH_00195	contig_1	41720	42910	+	AJBGEP_00190	1	persistent	2	0	0			
BEJGEH_00200	contig_1	42935	44182	+	IKCLMC_15850	1	persistent	2	0	0			
BEJGEH_00205	contig_1	44309	46024	+	AJBGEP_00200	1	persistent	2	0	1			
BEJGEH_00210	contig_1	46187	47353	+	AJBGEP_00205	1	persistent	2	0	0			
BEJGEH_00215	contig_1	47421	48314	+	HFCAGB_00215	1	persistent	2	0	0			
BEJGEH_00220	contig_1	48369	50408	-	AJBGEP_00215	1	persistent	2	0	0			
BEJGEH_00225	contig_1	50448	51821	-	BEJGEH_00225	1	persistent	2	0	1			
BEJGEH_00230	contig_1	52316	52525	+	AJBGEP_00225	1	persistent	2	0	0			
BEJGEH_00235	contig_1	52869	53807	+	AJBGEP_00230	1	persistent	2	0	1			
BEJGEH_00240	contig_1	53852	56686	+	AJBGEP_00235	1	persistent	2	0	0			
BEJGEH_00245	contig_1	56686	57186	+	AJBGEP_00240	1	persistent	2	0	0			
BEJGEH_00250	contig_1	57341	57790	+	AJBGEP_00245	1	persistent	2	0	0			
BEJGEH_00255	contig_1	57793	58743	+	AJBGEP_00250	1	persistent	2	0	0			
BEJGEH_00265	contig_1	58943	60145	+	AJBGEP_00260	1	persistent	2	0	0			
BEJGEH_00270	contig_1	60161	61081	+	AJBGEP_00265	1	persistent	2	0	0			
BEJGEH_00275	contig_1	61103	61789	-	AJBGEP_00270	1	persistent	2	0	0			
BEJGEH_00280	contig_1	61791	63449	-	HFCAGB_00285	1	persistent	2	0	0			
BEJGEH_00285	contig_1	63545	64846	-	AJBGEP_00280	3	persistent	4	0	0			module_0
BEJGEH_00290	contig_1	64862	66628	-	AJBGEP_00285	3	persistent	2	0	1			module_0
BEJGEH_00295	contig_1	66644	66883	-	HFCAGB_17945	3	persistent	4	0	1			module_0
BEJGEH_00300	contig_1	67042	68382	-	AJBGEP_00295	1	persistent	2	0	0			
BEJGEH_00305	contig_1	68702	69670	+	GEGEGB_00315	1	persistent	2	0	0			
BEJGEH_00310	contig_1	69700	69993	+	AJBGEP_00305	1	persistent	2	0	0			
BEJGEH_00315	contig_1	69990	70859	+	HFCAGB_00320	1	persistent	2	0	0			
BEJGEH_00320	contig_1	70870	72390	+	AJBGEP_00315	1	persistent	2	0	0			
BEJGEH_00325	contig_1	72390	72941	+	AJBGEP_00320	1	persistent	2	0	0			
BEJGEH_00330	contig_1	72919	73827	+	AJBGEP_00325	1	persistent	2	0	0			
BEJGEH_00335	contig_1	74007	74828	+	AJBGEP_00330	1	persistent	2	0	2			
BEJGEH_00340	contig_1	74949	75083	-	BEJGEH_00340	1	cloud	2	0	0			
BEJGEH_00345	contig_1	75692	76840	+	AJBGEP_00340	1	persistent	2	0	2			
BEJGEH_00350	contig_1	76859	80086	+	AJBGEP_00345	1	persistent	2	0	1			
BEJGEH_00355	contig_1	80360	80755	+	AJBGEP_00360	1	persistent	2	0	1			
BEJGEH_00360	contig_1	80832	81428	-	AJBGEP_00365	1	persistent	2	0	0			
BEJGEH_00365	contig_1	81538	82323	-	AJBGEP_00370	1	persistent	2	0	0			
BEJGEH_00370	contig_1	82377	83930	-	AJBGEP_00375	1	persistent	2	0	0			
BEJGEH_00375	contig_1	83993	85210	-	AJBGEP_00380	1	persistent	2	0	0			
BEJGEH_00380	contig_1	85322	86464	-	AJBGEP_00385	1	persistent	2	0	0			
BEJGEH_00385	contig_1	86499	88016	-	HFCAGB_00385	1	persistent	2	0	0			
BEJGEH_00390	contig_1	88497	89267	+	AJBGEP_00395	1	persistent	2	0	0			
BEJGEH_00395	contig_1	89283	90224	+	AJBGEP_00400	1	persistent	2	0	0			
BEJGEH_00400	contig_1	90274	91560	+	AJBGEP_00405	1	persistent	2	0	0			
BEJGEH_00405	contig_1	91557	91844	+	AJBGEP_00410	1	persistent	2	0	0			
BEJGEH_00415	contig_1	91991	93331	+	AJBGEP_00420	1	persistent	2	0	0			
BEJGEH_00420	contig_1	93420	93650	+	AJBGEP_00425	1	persistent	3	0	0			
BEJGEH_00425	contig_1	93936	94358	+	BEJGEH_00425	1	persistent	2	0	0			
BEJGEH_00435	contig_1	94582	94872	-	AJBGEP_00440	1	persistent	2	0	0			
BEJGEH_00440	contig_1	95769	97658	+	AJBGEP_00445	1	persistent	2	0	0			
BEJGEH_00445	contig_1	98212	98742	+	AJBGEP_00450	1	persistent	3	0	0			
BEJGEH_00450	contig_1	98735	100597	+	AJBGEP_00455	1	persistent	2	0	0			
BEJGEH_00455	contig_1	100796	101275	+	AJBGEP_00460	1	persistent	2	0	0			
BEJGEH_00460	contig_1	101381	102229	-	AJBGEP_00465	1	persistent	2	0	0			
BEJGEH_00465	contig_1	102240	102617	-	AJBGEP_00470	1	persistent	2	0	0			
BEJGEH_00470	contig_1	102620	103441	-	AJBGEP_00475	1	persistent	2	0	0			
BEJGEH_00475	contig_1	103438	104427	-	AJBGEP_00480	1	persistent	2	0	0			
BEJGEH_00480	contig_1	104427	105713	-	AJBGEP_00485	1	persistent	2	0	0			
BEJGEH_00485	contig_1	105767	108127	-	LNHIMF_00480	1	persistent	2	0	0			
BEJGEH_00490	contig_1	108381	109193	+	AJBGEP_00495	1	persistent	2	0	0			
BEJGEH_00495	contig_1	109288	109947	-	AJBGEP_00500	1	persistent	2	0	0			
BEJGEH_00500	contig_1	109959	112865	-	HFCAGB_00480	1	persistent	2	0	0			
BEJGEH_00505	contig_1	113085	115391	-	AJBGEP_00510	1	persistent	2	0	1			
BEJGEH_00510	contig_1	115435	115731	-	BEJGEH_00510	1	cloud	1	0	2			
BEJGEH_00515	contig_1	115731	116162	-	BEJGEH_00515	1	cloud	0	0	2			
BEJGEH_00520	contig_1	116194	117399	+	GEGEGB_00535	1	cloud	1	0	2			
BEJGEH_00525	contig_1	117469	117873	-	AJBGEP_00515	1	persistent	2	0	1			
BEJGEH_00530	contig_1	118391	118810	+	AJBGEP_00520	1	persistent	2	0	1			
BEJGEH_00535	contig_1	118816	119511	-	AJBGEP_00525	1	persistent	2	0	1			
BEJGEH_00540	contig_1	119652	121154	-	AJBGEP_00530	1	persistent	2	0	0			
BEJGEH_00545	contig_1	121165	122874	-	AJBGEP_00535	1	persistent	2	0	0			
BEJGEH_00550	contig_1	123215	124060	+	AJBGEP_00540	1	persistent	2	0	0			
BEJGEH_00555	contig_1	124179	124946	+	HFCAGB_00525	1	persistent	2	0	0			
BEJGEH_00560	contig_1	124985	125692	-	AJBGEP_00550	1	persistent	2	0	0			
BEJGEH_00565	contig_1	125676	127286	-	AJBGEP_00555	1	persistent	2	0	0			
BEJGEH_00570	contig_1	127262	128245	-	AJBGEP_00560	1	persistent	2	0	0			
BEJGEH_00575	contig_1	128423	130081	-	AJBGEP_00565	1	persistent	2	0	0			
BEJGEH_00585	contig_1	130174	130296	+	AJBGEP_00575	1	persistent	2	0	1			
BEJGEH_00590	contig_1	130632	131237	-	AJBGEP_00580	1	persistent	2	0	1			
BEJGEH_00595	contig_1	131248	132648	-	AJBGEP_00585	1	persistent	2	0	0			
BEJGEH_00600	contig_1	132651	133742	-	AJBGEP_00590	1	persistent	2	0	0			
BEJGEH_00605	contig_1	133742	135313	-	AJBGEP_00595	1	persistent	2	0	0			
BEJGEH_00610	contig_1	135401	135487	-	AJBGEP_00600	1	persistent	2	0	0			
BEJGEH_00615	contig_1	136144	137088	+	AJBGEP_00605	1	persistent	2	0	0			
BEJGEH_00620	contig_1	137410	139134	+	AJBGEP_00610	1	persistent	2	0	0			
BEJGEH_00625	contig_1	139134	139628	+	AJBGEP_00615	1	persistent	2	0	0			
BEJGEH_00630	contig_1	139912	140916	+	AJBGEP_00620	1	persistent	2	0	0			
BEJGEH_00635	contig_1	141522	141980	+	AJBGEP_00625	1	persistent	2	0	0			
BEJGEH_00640	contig_1	141982	142923	+	AJBGEP_00630	1	persistent	2	0	0			
