gene	contig	start	stop	strand	family	nb_copy_in_genome	partition	persistent_neighbors	shell_neighbors	cloud_neighbors	RGP	Spot	Module
IKCLMC_00005	contig_3	147	611	-	IKCLMC_00005	1	cloud	0	0	0			
IKCLMC_00020	contig_5	43	588	+	AJBGEP_13000	2	persistent	2	0	0			
IKCLMC_00025	contig_7	51	305	+	IKCLMC_00025	1	cloud	0	0	0			
IKCLMC_00035	contig_8	139	525	-	AJBGEP_15695	2	persistent	2	0	0			
IKCLMC_00040	contig_9	141	494	+	AJBGEP_09305	2	persistent	2	0	0			
IKCLMC_00045	contig_11	258	470	-	AJBGEP_19220	3	persistent	2	0	0			
IKCLMC_00050	contig_12	49	204	+	IKCLMC_00050	3	cloud	0	0	2			
IKCLMC_00055	contig_13	403	645	+	AJBGEP_05240	3	shell	0	2	2			
IKCLMC_00060	contig_14	427	639	-	AJBGEP_19220	3	persistent	2	0	0			
IKCLMC_00065	contig_16	282	437	+	IKCLMC_00050	3	cloud	0	0	2			
IKCLMC_00070	contig_17	64	747	+	IKCLMC_00070	1	cloud	0	0	0			
IKCLMC_00075	contig_20	76	339	-	HFCAGB_02175	2	persistent	2	0	0			
IKCLMC_00085	contig_20	621	776	-	AJBGEP_02150	2	persistent	3	0	0			
IKCLMC_00090	contig_22	130	558	-	IKCLMC_11840	2	cloud	0	0	2			
IKCLMC_00095	contig_22	563	880	-	IKCLMC_11835	2	cloud	0	0	2			
IKCLMC_00105	contig_23	309	803	+	AJBGEP_16055	2	persistent	2	1	1			
IKCLMC_00110	contig_25	17	514	+	HFCAGB_18190	3	persistent	3	0	0			
IKCLMC_00115	contig_25	490	747	-	AJBGEP_17920	3	persistent	2	0	0			
IKCLMC_00120	contig_26	201	767	-	AJBGEP_06915	2	persistent	2	0	0			
IKCLMC_00130	contig_29	78	239	+	AJBGEP_17920	3	persistent	2	0	0			
IKCLMC_00135	contig_29	215	769	-	HFCAGB_18190	3	persistent	3	0	0			
IKCLMC_00140	contig_32	227	721	+	IKCLMC_04490	3	cloud	0	0	2			
IKCLMC_00150	contig_33	335	553	+	AJBGEP_06370	3	cloud	0	0	2			
IKCLMC_00155	contig_33	565	1104	-	AJBGEP_06375	3	cloud	0	0	3			
IKCLMC_00160	contig_35	11	328	+	AJBGEP_04710	3	shell	10	2	4			
IKCLMC_00165	contig_35	499	1182	+	AJBGEP_04705	3	shell	11	3	5			
IKCLMC_00170	contig_38	179	1666	+	AJBGEP_10865	1	persistent	3	0	3			
IKCLMC_00175	contig_39	128	1156	+	AJBGEP_21755	1	persistent	2	0	0			
IKCLMC_00180	contig_39	1153	2115	+	AJBGEP_21760	1	persistent	2	0	0			
IKCLMC_00185	contig_39	2150	3076	-	AJBGEP_21765	1	persistent	2	0	0			
IKCLMC_00205	contig_40	152	676	+	HFCAGB_11320	1	persistent	3	0	3			
IKCLMC_00215	contig_40	1151	1849	+	ODDLKH_12505	1	persistent	2	0	1			
IKCLMC_00220	contig_40	2192	4360	+	AJBGEP_10835	1	persistent	2	0	1			
IKCLMC_00225	contig_40	4417	6147	+	HFCAGB_11345	1	persistent	2	0	0			
IKCLMC_00230	contig_40	6357	6530	+	AJBGEP_10845	1	persistent	3	0	0			
IKCLMC_00235	contig_40	7052	8506	-	AJBGEP_10850	1	persistent	4	1	1			
IKCLMC_00240	contig_41	280	795	+	IKCLMC_00240	1	cloud	1	0	0			
IKCLMC_00245	contig_41	745	990	-	HFCAGB_17945	3	persistent	4	0	1			module_0
IKCLMC_00250	contig_41	1040	2308	-	AJBGEP_03950	1	persistent	2	0	0			
IKCLMC_00255	contig_41	2588	3514	+	AJBGEP_03945	1	persistent	2	0	0			
IKCLMC_00260	contig_41	3515	4405	-	HFCAGB_04220	1	persistent	2	0	0			
IKCLMC_00265	contig_41	4535	5380	+	AJBGEP_03935	1	persistent	2	0	0			
IKCLMC_00270	contig_41	5395	5940	+	HFCAGB_04210	1	persistent	2	0	0			
IKCLMC_00275	contig_41	6034	7086	-	AJBGEP_03925	1	persistent	3	0	0			
IKCLMC_00280	contig_41	7406	7792	+	AJBGEP_03920	1	persistent	2	0	0			
IKCLMC_00285	contig_41	7903	8841	+	HFCAGB_04195	1	persistent	2	0	0			
IKCLMC_00290	contig_41	8838	9557	-	AJBGEP_03910	1	persistent	2	0	0			
IKCLMC_00295	contig_41	9582	10625	-	AJBGEP_03905	1	persistent	2	0	0			
IKCLMC_00320	contig_42	152	697	+	AJBGEP_06405	4	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00325	contig_42	669	2600	+	AJBGEP_06410	4	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00330	contig_42	2584	2787	+	AJBGEP_06415	4	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00335	contig_42	2745	4364	+	AJBGEP_06420	5	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00340	contig_42	4354	5850	+	AJBGEP_06425	5	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00345	contig_42	5863	6210	+	AJBGEP_06430	4	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00350	contig_42	6265	7293	+	AJBGEP_06435	4	shell	0	2	1	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00355	contig_42	7351	7710	+	ODDLKH_08450	4	shell	0	2	1	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00360	contig_42	7721	8104	+	AJBGEP_06450	4	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00365	contig_42	8132	8710	+	AJBGEP_06455	4	shell	0	3	1	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00370	contig_42	8759	9889	-	AJBGEP_06460	3	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		
IKCLMC_00375	contig_42	9998	10399	+	AJBGEP_06465	4	shell	0	3	2	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00380	contig_42	10410	11153	+	AJBGEP_06470	4	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00385	contig_42	11204	11599	+	AJBGEP_06475	4	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00390	contig_42	11620	11934	+	AJBGEP_06480	4	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00395	contig_42	11906	15001	+	AJBGEP_06485	4	shell	0	2	2	GCF_000171415.1_contig_42_RGP_0		
IKCLMC_00400	contig_42	15004	15333	+	AJBGEP_06490	4	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00405	contig_42	15343	16041	+	AJBGEP_06495	4	shell	0	3	0	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00410	contig_42	16033	16638	-	AJBGEP_06500	4	shell	0	2	0	GCF_000171415.1_contig_42_RGP_0		
IKCLMC_00415	contig_42	16683	17330	+	AJBGEP_06505	4	shell	0	3	1	GCF_000171415.1_contig_42_RGP_0		module_13
IKCLMC_00420	contig_42	17344	17679	-	IKCLMC_00420	3	cloud	0	1	0	GCF_000171415.1_contig_42_RGP_0		
IKCLMC_00425	contig_43	83	493	+	AJBGEP_05010	2	shell	0	1	3			
IKCLMC_00430	contig_43	536	775	+	AJBGEP_05005	2	shell	0	2	3			
IKCLMC_00435	contig_43	816	1100	+	IKCLMC_00435	1	cloud	0	1	1			module_27
IKCLMC_00440	contig_43	1078	2307	-	IKCLMC_00440	1	cloud	0	0	2			module_27
IKCLMC_00450	contig_43	2506	2553	-	IKCLMC_00450	1	cloud	1	0	1			module_27
IKCLMC_00455	contig_43	2804	3283	-	AJBGEP_14180	1	persistent	2	0	1			
IKCLMC_00460	contig_43	3280	4236	-	AJBGEP_14185	1	persistent	2	0	0			
IKCLMC_00465	contig_43	4236	4886	-	AJBGEP_14190	1	persistent	2	0	0			
IKCLMC_00470	contig_43	4918	5493	-	AJBGEP_14195	1	persistent	2	0	0			
IKCLMC_00475	contig_43	5918	7540	+	AJBGEP_14200	1	persistent	2	0	0			
IKCLMC_00480	contig_43	7525	8262	-	AJBGEP_14205	1	persistent	2	0	0			
IKCLMC_00485	contig_43	8392	9726	+	AJBGEP_14210	1	persistent	2	0	1			
IKCLMC_00490	contig_43	9744	10643	-	HFCAGB_14390	1	persistent	2	0	0			
IKCLMC_00495	contig_43	10746	11333	+	AJBGEP_14220	1	persistent	2	0	1			
IKCLMC_00500	contig_43	11395	11778	-	AJBGEP_14225	1	persistent	2	0	0			
IKCLMC_00505	contig_43	12097	12786	+	AJBGEP_14230	1	persistent	2	0	0			
IKCLMC_00510	contig_43	12902	13939	-	AJBGEP_14235	1	persistent	2	0	0			
IKCLMC_00515	contig_43	14143	14562	+	AJBGEP_14240	1	persistent	2	0	0			
IKCLMC_00520	contig_43	14635	15315	+	HFCAGB_14420	1	persistent	2	0	0			
IKCLMC_00525	contig_43	15369	18029	+	AJBGEP_14250	1	persistent	2	0	1			
IKCLMC_00530	contig_43	18119	18160	+	AJBGEP_14255	1	persistent	2	0	0			
IKCLMC_00535	contig_43	18144	19499	+	AJBGEP_14260	1	persistent	2	0	1			
IKCLMC_00540	contig_43	19544	19867	+	AJBGEP_14265	1	persistent	2	0	0			
IKCLMC_00545	contig_43	19864	21165	-	HFCAGB_14445	1	persistent	2	0	0			
IKCLMC_00550	contig_43	21269	21724	-	AJBGEP_14275	1	persistent	3	0	1			
IKCLMC_00555	contig_44	175	369	+	AJBGEP_18140	1	persistent	2	0	0			
IKCLMC_00560	contig_44	442	918	+	AJBGEP_18135	1	persistent	2	0	0			
IKCLMC_00565	contig_44	915	1382	-	AJBGEP_18130	1	persistent	2	0	0			
IKCLMC_00570	contig_44	1762	2073	+	AJBGEP_18125	1	persistent	2	0	0			
IKCLMC_00575	contig_44	2106	2735	+	AJBGEP_18120	1	persistent	2	0	0			
IKCLMC_00580	contig_44	2746	3351	+	AJBGEP_18115	1	persistent	2	0	0			
IKCLMC_00585	contig_44	3348	3650	+	AJBGEP_18110	1	persistent	2	0	1			
IKCLMC_00590	contig_44	3668	4489	+	AJBGEP_18105	1	persistent	2	0	0			
IKCLMC_00595	contig_44	4506	4784	+	AJBGEP_18100	1	persistent	2	0	0			
IKCLMC_00600	contig_44	4799	5131	+	AJBGEP_18095	1	persistent	2	0	0			
IKCLMC_00605	contig_44	5149	5850	+	AJBGEP_18090	1	persistent	2	0	0			
IKCLMC_00610	contig_44	5863	6273	+	AJBGEP_18085	1	persistent	2	0	0			
IKCLMC_00615	contig_44	6273	6464	+	AJBGEP_18080	1	persistent	2	0	0			
IKCLMC_00620	contig_44	6464	6718	+	AJBGEP_18075	1	persistent	2	0	0			
IKCLMC_00625	contig_44	6882	7253	+	AJBGEP_18070	1	persistent	2	0	0			
IKCLMC_00630	contig_44	7264	7578	+	AJBGEP_18065	1	persistent	2	0	0			
IKCLMC_00635	contig_44	7593	8132	+	AJBGEP_18060	1	persistent	2	0	0			
IKCLMC_00640	contig_44	8147	8452	+	AJBGEP_18055	1	persistent	2	0	0			
IKCLMC_00645	contig_44	8486	8878	+	AJBGEP_18050	1	persistent	2	0	0			
IKCLMC_00650	contig_44	8891	9424	+	AJBGEP_18045	1	persistent	2	0	0			
IKCLMC_00655	contig_44	9434	9787	+	AJBGEP_18040	1	persistent	2	0	0			
IKCLMC_00660	contig_44	9802	10305	+	AJBGEP_18035	1	persistent	2	0	0			
IKCLMC_00665	contig_44	10309	10488	+	AJBGEP_18030	1	persistent	2	0	0			
IKCLMC_00670	contig_44	10492	10926	+	AJBGEP_18025	1	persistent	2	0	0			
IKCLMC_00675	contig_44	10934	12265	+	AJBGEP_18020	1	persistent	2	0	0			
IKCLMC_00680	contig_44	12297	12413	+	AJBGEP_18015	1	persistent	2	0	0			
IKCLMC_00685	contig_44	12560	12916	+	AJBGEP_18010	1	persistent	1	0	2			
IKCLMC_00690	contig_44	12933	13322	+	BEJGEH_17240	1	cloud	2	0	0			
IKCLMC_00695	contig_44	13356	13976	+	AJBGEP_18000	1	persistent	1	0	2			
IKCLMC_00700	contig_44	14002	14991	+	AJBGEP_17995	1	persistent	2	0	0			
IKCLMC_00705	contig_44	15032	15415	+	AJBGEP_17990	1	persistent	2	0	0			
IKCLMC_00710	contig_44	15523	15891	+	AJBGEP_17985	1	persistent	2	0	0			
IKCLMC_00715	contig_44	15902	16327	+	AJBGEP_17980	1	persistent	2	0	0			
IKCLMC_00720	contig_44	16385	16654	+	HFCAGB_18250	1	persistent	2	0	0			
IKCLMC_00725	contig_44	16590	17003	-	AJBGEP_17970	1	persistent	2	0	0			
IKCLMC_00730	contig_44	17145	18521	-	AJBGEP_17965	1	persistent	2	0	0			
IKCLMC_00735	contig_44	18543	19832	-	AJBGEP_17960	1	persistent	2	0	0			
IKCLMC_00740	contig_44	19884	20831	-	AJBGEP_17955	1	persistent	2	0	0			
IKCLMC_00745	contig_44	20847	21356	-	AJBGEP_17950	1	persistent	2	0	0			
IKCLMC_00750	contig_44	21488	22612	+	AJBGEP_17945	1	persistent	2	0	0			
IKCLMC_00755	contig_44	22584	23057	+	AJBGEP_17940	1	persistent	2	0	0			
IKCLMC_00760	contig_44	23084	23626	+	AJBGEP_17935	1	persistent	2	0	0			
IKCLMC_00765	contig_44	23631	24203	+	HFCAGB_18205	1	persistent	2	0	0			
IKCLMC_00770	contig_44	24205	25026	+	HFCAGB_18200	1	persistent	2	0	0			
IKCLMC_00775	contig_44	25023	25280	+	AJBGEP_17920	3	persistent	2	0	0			
IKCLMC_00780	contig_44	25256	25684	-	HFCAGB_18190	3	persistent	3	0	0			
IKCLMC_00785	contig_45	886	1455	+	IKCLMC_00785	1	cloud	0	0	1	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00790	contig_45	1614	1865	+	IKCLMC_00790	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00795	contig_45	1862	2305	+	IKCLMC_00795	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00800	contig_45	2289	2894	+	IKCLMC_00800	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00805	contig_45	2896	4827	+	IKCLMC_00805	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00810	contig_45	4824	5183	+	IKCLMC_00810	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00815	contig_45	5196	8192	+	IKCLMC_00815	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00820	contig_45	8179	8472	+	IKCLMC_00820	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00825	contig_45	8502	9038	-	IKCLMC_00825	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00830	contig_45	9215	9769	+	IKCLMC_00830	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00835	contig_45	9766	10020	+	IKCLMC_00835	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00840	contig_45	9998	10528	-	IKCLMC_00840	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00845	contig_45	10525	11532	-	IKCLMC_00845	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00850	contig_45	11673	12689	-	IKCLMC_00850	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00855	contig_45	12682	14352	-	IKCLMC_00855	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00860	contig_45	14470	16686	+	IKCLMC_00860	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00865	contig_45	16628	21229	+	IKCLMC_00865	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00870	contig_45	21263	21703	+	IKCLMC_00870	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00875	contig_45	22051	22203	+	IKCLMC_00875	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00880	contig_45	22291	22452	+	IKCLMC_00880	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00885	contig_45	22453	22698	+	IKCLMC_00885	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00890	contig_45	22702	23229	+	IKCLMC_00890	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00895	contig_45	23368	23523	+	IKCLMC_00895	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00900	contig_45	23483	24094	+	IKCLMC_00900	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00905	contig_45	24091	24651	+	IKCLMC_00905	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00910	contig_45	24648	25307	+	IKCLMC_00910	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00915	contig_45	25312	26025	+	IKCLMC_00915	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00920	contig_45	26104	26322	+	IKCLMC_00920	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00925	contig_45	26325	27587	+	IKCLMC_00925	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00930	contig_45	27754	27894	+	IKCLMC_00930	1	cloud	0	0	2	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00935	contig_45	27899	28171	+	IKCLMC_00935	1	cloud	0	0	1	GCF_000171415.1_contig_45_RGP_0		
IKCLMC_00940	contig_46	1	423	+	IKCLMC_00940	1	cloud	0	0	2	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_00945	contig_46	438	833	+	IKCLMC_00945	2	cloud	0	0	4	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_00950	contig_46	1120	2250	-	HFCAGB_06815	1	cloud	0	0	3	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_00955	contig_46	2647	4626	+	HFCAGB_06820	1	cloud	0	0	3	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_00960	contig_46	5258	5563	+	IKCLMC_00960	2	cloud	1	0	3	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_00965	contig_46	5626	6228	+	AJBGEP_05080	2	persistent	2	0	2	GCF_000171415.1_contig_46_RGP_0		module_6
IKCLMC_00970	contig_46	6228	6434	+	AJBGEP_05085	2	persistent	2	0	1	GCF_000171415.1_contig_46_RGP_0		module_6
IKCLMC_00975	contig_46	6437	7078	+	IKCLMC_00975	1	cloud	1	0	1	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_00980	contig_46	7211	8008	+	AJBGEP_05095	1	cloud	1	1	4	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_00985	contig_46	8141	8614	-	AJBGEP_05120	2	shell	0	1	4	GCF_000171415.1_contig_46_RGP_0		module_7
IKCLMC_00990	contig_46	9203	9391	+	AJBGEP_06360	2	cloud	0	1	5	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_01000	contig_46	9545	9763	+	AJBGEP_06370	3	cloud	0	0	2	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_01005	contig_46	9775	10314	-	AJBGEP_06375	3	cloud	0	0	3	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_01010	contig_46	10492	10707	+	IKCLMC_01010	1	cloud	0	0	2	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_01015	contig_46	10685	11173	+	IKCLMC_01015	1	cloud	0	0	2	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_01020	contig_46	11158	11661	+	IKCLMC_01020	1	cloud	0	1	1	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_01025	contig_46	11850	12251	-	AJBGEP_06400	2	shell	0	2	2	GCF_000171415.1_contig_46_RGP_0		
IKCLMC_01030	contig_46	12537	13082	+	AJBGEP_06405	4	shell	0	2	0	GCF_000171415.1_contig_46_RGP_0		module_13
IKCLMC_01035	contig_46	13054	14985	+	AJBGEP_06410	4	shell	0	2	0	GCF_000171415.1_contig_46_RGP_0		module_13
IKCLMC_01040	contig_46	14969	15172	+	AJBGEP_06415	4	shell	0	2	0	GCF_000171415.1_contig_46_RGP_0		module_13
IKCLMC_01045	contig_46	15130	16749	+	AJBGEP_06420	5	shell	0	2	0	GCF_000171415.1_contig_46_RGP_0		module_13
IKCLMC_01050	contig_46	16739	18235	+	AJBGEP_06425	5	shell	0	2	0	GCF_000171415.1_contig_46_RGP_0		module_13
IKCLMC_01055	contig_46	18248	18595	+	AJBGEP_06430	4	shell	0	2	0	GCF_000171415.1_contig_46_RGP_0		module_13
IKCLMC_01060	contig_46	18650	19579	+	AJBGEP_06435	4	shell	0	2	1	GCF_000171415.1_contig_46_RGP_0		module_13
IKCLMC_01065	contig_46	19735	20094	+	ODDLKH_08450	4	shell	0	2	1	GCF_000171415.1_contig_46_RGP_0		module_13
IKCLMC_01070	contig_46	20105	20488	+	AJBGEP_06450	4	shell	0	2	0	GCF_000171415.1_contig_46_RGP_0		module_13
