gene	contig	start	stop	strand	family	nb_copy_in_genome	partition	persistent_neighbors	shell_neighbors	cloud_neighbors	RGP	Spot	Module
ONMMKP_00005	contig_1	132	326	-	ONMMKP_00005	1	cloud	0	0	2			
ONMMKP_00010	contig_1	598	921	+	ONMMKP_00010	1	cloud	0	0	2			
ONMMKP_00015	contig_1	1170	1874	-	ONMMKP_00015	1	cloud	0	0	2			
ONMMKP_00020	contig_1	1877	2011	-	ONMMKP_00020	1	cloud	0	0	2			
ONMMKP_00030	contig_2	750	941	-	ONMMKP_00030	1	cloud	0	0	2	GCF_000171535.2_contig_2_RGP_0		
ONMMKP_00035	contig_2	973	1329	+	ONMMKP_00035	1	cloud	0	0	2	GCF_000171535.2_contig_2_RGP_0		
ONMMKP_00040	contig_2	2007	2525	+	ONMMKP_00040	1	cloud	0	0	2	GCF_000171535.2_contig_2_RGP_0		
ONMMKP_00045	contig_2	2532	2765	+	ONMMKP_00045	1	cloud	0	0	2	GCF_000171535.2_contig_2_RGP_0		
ONMMKP_00050	contig_2	3100	3984	-	ONMMKP_00050	1	cloud	0	0	2	GCF_000171535.2_contig_2_RGP_0		
ONMMKP_00055	contig_2	4020	4454	-	ONMMKP_00055	1	cloud	0	0	2	GCF_000171535.2_contig_2_RGP_0		
ONMMKP_00060	contig_2	4682	5494	-	ONMMKP_00060	1	cloud	0	0	2	GCF_000171535.2_contig_2_RGP_0		
ONMMKP_00070	contig_3	66	623	-	GEGEGB_14060	2	cloud	2	0	6	GCF_000171535.2_contig_3_RGP_0		
ONMMKP_00075	contig_3	653	1642	+	ONMMKP_20915	2	cloud	0	0	3	GCF_000171535.2_contig_3_RGP_0		
ONMMKP_00080	contig_3	1642	2229	+	ONMMKP_00080	2	cloud	0	0	4	GCF_000171535.2_contig_3_RGP_0		
ONMMKP_00085	contig_3	2233	2772	-	ONMMKP_20925	2	cloud	0	0	2	GCF_000171535.2_contig_3_RGP_0		
ONMMKP_00090	contig_3	2775	3692	-	ONMMKP_20930	2	cloud	0	0	2	GCF_000171535.2_contig_3_RGP_0		
ONMMKP_00095	contig_4	37	510	-	HFCAGB_11320	2	persistent	3	0	3			
ONMMKP_00100	contig_4	1024	1197	-	AJBGEP_10845	1	persistent	3	0	0			
ONMMKP_00105	contig_4	1407	3137	-	HFCAGB_11345	1	persistent	2	0	0			
ONMMKP_00110	contig_4	3194	5362	-	AJBGEP_10835	1	persistent	2	0	1			
ONMMKP_00115	contig_4	5705	6403	-	ODDLKH_12505	1	persistent	2	0	1			
ONMMKP_00125	contig_4	6879	7352	-	HFCAGB_11320	2	persistent	3	0	3			
ONMMKP_00140	contig_4	8661	9458	-	AJBGEP_10805	1	persistent	3	0	4			
ONMMKP_00150	contig_4	10227	10646	+	AJBGEP_10500	2	persistent	2	0	2			
ONMMKP_00155	contig_4	10649	11917	+	AJBGEP_10495	2	persistent	3	0	0			
ONMMKP_00160	contig_4	12372	12584	+	AJBGEP_10490	1	persistent	2	0	1			
