# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	sorf	169	255	+	AJBGEP_00005	thrL	thr operon leader peptide	GO:0009088, GO:0031556, SO:0001217, UniParc:UPI0001B97032, UniRef:UniRef100_Q57TQ4, UniRef:UniRef50_Q57TQ4, UniRef:UniRef90_Q57TQ4
contig_1	ncRNA-region	191	311	+			Threonine operon leader	RFAM:RF00506, SO:0000140
contig_1	cds	337	2799	+	AJBGEP_00010	thrA	bifunctional aspartate kinase/homoserine dehydrogenase I	COG:COG0527, COG:E, EC:1.1.1.3, EC:2.7.2.4, GO:0004072, GO:0004412, GO:0005524, GO:0008652, GO:0009067, GO:0009088, GO:0009089, GO:0009090, GO:0016310, GO:0042802, GO:0050661, GO:0051289, RefSeq:WP_001264681.1, SO:0001217, UniParc:UPI00000CCDFF, UniRef:UniRef100_A0A605YNU0, UniRef:UniRef50_P00561, UniRef:UniRef90_P00561
contig_1	cds	2801	3730	+	AJBGEP_00015	thrB	homoserine kinase	COG:COG0083, COG:E, EC:2.7.1.39, GO:0004413, GO:0005524, GO:0005737, GO:0009088, GO:0016310, RefSeq:WP_000241685.1, SO:0001217, UniParc:UPI0000059964, UniRef:UniRef100_B5F6C2, UniRef:UniRef50_Q6D0A9, UniRef:UniRef90_Q8XA82
contig_1	cds	3734	5020	+	AJBGEP_00020	thrC	threonine synthase	COG:COG0498, COG:E, EC:4.2.3.1, GO:0004795, GO:0005829, GO:0009088, GO:0030170, RefSeq:WP_000781105.1, SO:0001217, UniParc:UPI00000CCE00, UniRef:UniRef100_A0A5I0NV49, UniRef:UniRef50_P00934, UniRef:UniRef90_P00934
contig_1	cds	5114	5887	-	AJBGEP_00025	yaaA	peroxide stress protein YaaA	COG:COG3022, COG:L, GO:0005829, GO:0033194, RefSeq:WP_000906175.1, SO:0001217, UniParc:UPI00000CCE01, UniRef:UniRef100_Q57TQ0, UniRef:UniRef50_P43908, UniRef:UniRef90_Q8Z9R5
contig_1	cds	5966	7396	-	AJBGEP_00030	alsT	Na+/alanine symporter	COG:COG1115, COG:E, RefSeq:WP_001113820.1, SO:0001217, UniParc:UPI00000CCE02, UniRef:UniRef100_E8XG26, UniRef:UniRef50_P30143, UniRef:UniRef90_A9MR83
contig_1	cds	7665	8618	+	AJBGEP_00035	tal	transaldolase B	BlastRules:WP_000130175, COG:COG0176, COG:G, EC:2.2.1.2, GO:0004801, GO:0005829, GO:0005975, GO:0006098, RefSeq:WP_000130175.1, SO:0001217, UniParc:UPI0000059968, UniRef:UniRef100_Q57TP8, UniRef:UniRef50_Q57TP8, UniRef:UniRef90_Q57TP8
contig_1	cds	8729	9319	+	AJBGEP_00040	mog	molybdopterin adenylyltransferase	EC:2.7.7.75, GO:0006777, RefSeq:WP_000380372.1, SO:0001217, UniParc:UPI00000CCE03, UniRef:UniRef100_A0A625WDA9, UniRef:UniRef50_P44645, UniRef:UniRef90_A0A0F5B902
contig_1	cds	9376	9942	-	AJBGEP_00045	satP	acetate uptake transporter	COG:C, COG:COG1584, GO:0016020, RefSeq:WP_000528527.1, SO:0001217, UniParc:UPI000005996A, UniRef:UniRef100_A0A3Z3I0J5, UniRef:UniRef50_S6CYC6, UniRef:UniRef90_A0A0L0AFE2
contig_1	cds	10092	10805	-	AJBGEP_00050	msyB	acidic protein MsyB	COG:COG4735, COG:S, RefSeq:WP_001103477.1, SO:0001217, UniParc:UPI000005996B, UniRef:UniRef100_A0A8E7D3S5, UniRef:UniRef50_P58316, UniRef:UniRef90_A0A4Z0NX17
contig_1	cds	10841	11245	-	AJBGEP_00055	yaaI	DUF2541 domain-containing protein	RefSeq:WP_001258094.1, SO:0001217, UniParc:UPI00000CCE04, UniRef:UniRef100_Q8ZS14, UniRef:UniRef50_Q8ZS14, UniRef:UniRef90_Q8ZS14
contig_1	cds	11593	13509	+	AJBGEP_00060	dnaK	molecular chaperone DnaK	COG:COG0443, COG:O, GO:0005524, GO:0006457, GO:0016887, GO:0051082, GO:0140662, RefSeq:WP_000516125.1, SO:0001217, UniParc:UPI0000162244, UniRef:UniRef100_B5FHA6, UniRef:UniRef50_Q5ZTY3, UniRef:UniRef90_A8ALU3
contig_1	ncRNA	13520	13594	+	AJBGEP_00065	tpke11	tpke11	RFAM:RF02031, SO:0000655
contig_1	cds	13595	14734	+	AJBGEP_00070	dnaJ	molecular chaperone DnaJ	COG:COG0484, COG:O, EC:1.8.4.-, GO:0005515, GO:0005524, GO:0005737, GO:0006260, GO:0006457, GO:0008270, GO:0009408, GO:0031072, GO:0051082, RefSeq:WP_001119009.1, SO:0001217, UniParc:UPI000005996E, UniRef:UniRef100_B5F6Y9, UniRef:UniRef50_Q0K758, UniRef:UniRef90_Q7UDU1
contig_1	cds	15014	15961	+	AJBGEP_00075	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_000534902.1, SO:0001217, UniParc:UPI00016A050E, UniRef:UniRef100_A0A5W9F6Y9, UniRef:UniRef50_A0A7H4N821, UniRef:UniRef90_A0A6C8WAW6
contig_1	cds	16088	16432	+	AJBGEP_00080		Bacteriophage protein	RefSeq:WP_000026889.1, SO:0001217, UniParc:UPI00000CCE06, UniRef:UniRef100_A0A5J0RTH7, UniRef:UniRef50_V5U4V2, UniRef:UniRef90_A0A2T8TH88
contig_1	cds	16493	17026	-	AJBGEP_00085	zliS	Lysozyme family protein	COG:COG3926, COG:R, RefSeq:WP_001068132.1, SO:0001217, UniParc:UPI00000CCE07, UniRef:UniRef100_A0A5I8UP66, UniRef:UniRef50_A0A2A7T3Q4, UniRef:UniRef90_A0A3V8HY04
contig_1	cds	17043	17486	-	AJBGEP_00090	cadC1	DNA-binding winged helix-turn-helix (wHTH) domain	COG:COG3710, COG:K, RefSeq:WP_000860684.1, SO:0001217, UniParc:UPI00016A050F, UniRef:UniRef100_A0A3Y6PHM9, UniRef:UniRef50_A0A1D8JNT5, UniRef:UniRef90_A0A2I5HLJ8
contig_1	cds	17867	19966	+	AJBGEP_00095		Chitodextrinase	COG:COG3979, COG:G, RefSeq:WP_000235798.1, SO:0001217, UniParc:UPI00000CCE09, UniRef:UniRef100_A0A630V2A0, UniRef:UniRef50_A0A2I5HL07, UniRef:UniRef90_A0A2I5HL07
contig_1	cds	20058	23054	+	AJBGEP_00100		Chitinase	RefSeq:WP_000155792.1, SO:0001217, UniParc:UPI00000CCE0A, UniRef:UniRef100_A0A6M3NUV6, UniRef:UniRef50_A0A379QNJ4, UniRef:UniRef90_A0A379NNA8
contig_1	cds	23335	24039	+	AJBGEP_00105		Putative cytoplasmic protein	RefSeq:WP_000738617.1, SO:0001217, UniParc:UPI00000CCE0B, UniRef:UniRef100_A0A3U7XT64, UniRef:UniRef50_E3G2G5, UniRef:UniRef90_A0A379QB87
contig_1	cds	24469	25011	+	AJBGEP_00110	bcfA	fimbrial protein BcfA	COG:COG3539, COG:N, RefSeq:WP_000743357.1, SO:0001217, UniParc:UPI00000D010D, UniRef:UniRef100_A0A8E6Y0Y7, UniRef:UniRef50_A0A0K0H6W9, UniRef:UniRef90_A0A0K0H6W9
contig_1	cds	25112	25798	+	AJBGEP_00115	bcfB	fimbrial biogenesis chaperone BcfB	BlastRules:WP_000742551, COG:COG3121, COG:W, RefSeq:WP_000742551.1, SO:0001217, UniParc:UPI00000D01C5, UniRef:UniRef100_B5F700, UniRef:UniRef50_A0A085GCH0, UniRef:UniRef90_A0A2I5HKQ0
contig_1	cds	25803	28424	+	AJBGEP_00120	bcfC	fimbrial usher BcfC	BlastRules:WP_001245864, COG:COG3188, COG:NW, GO:0005515, GO:0009297, GO:0015473, GO:0016020, RefSeq:WP_001245854.1, SO:0001217, UniParc:UPI00000CCE0C, UniRef:UniRef100_A0A6M3NVT4, UniRef:UniRef50_A0A401AVP4, UniRef:UniRef90_A0A3E1XKU4
contig_1	cds	28425	29432	+	AJBGEP_00125	bcfD	fimbrial protein BcfD	COG:COG3539, COG:N, KEGG:K07356, RefSeq:WP_000701247.1, SO:0001217, UniParc:UPI00000CCE0D, UniRef:UniRef100_A0A5T5I6J8, UniRef:UniRef50_A0A0H2VKK2, UniRef:UniRef90_A0A0H2VKK2
contig_1	cds	29433	29978	+	AJBGEP_00130	bcfE	fimbrial protein BcfE	COG:COG3539, COG:N, RefSeq:WP_001082039.1, SO:0001217, UniParc:UPI00000D00FA, UniRef:UniRef100_A0A3Z3G9I9, UniRef:UniRef50_A0A0K0H706, UniRef:UniRef90_A0A0K0H706
contig_1	cds	29994	30512	+	AJBGEP_00135	bcfF	fimbrial protein BcfF	RefSeq:WP_001243232.1, SO:0001217, UniParc:UPI00000D01F0, UniRef:UniRef100_A0A3U7XT69, UniRef:UniRef50_A0A379V193, UniRef:UniRef90_A0A379V193
contig_1	cds	30478	31209	+	AJBGEP_00140	bcfG	fimbrial chaperone BcfG	BlastRules:WP_001135039, COG:COG3121, COG:W, RefSeq:WP_001135039.1, SO:0001217, UniParc:UPI00000CCE0E, UniRef:UniRef100_A0A719CK01, UniRef:UniRef50_A0A0K0H708, UniRef:UniRef90_A0A0T9XIA4
contig_1	cds	31274	32119	+	AJBGEP_00145	dsbC	Protein thiol-disulfide isomerase DsbC	COG:COG1651, COG:O, RefSeq:WP_000291392.1, SO:0001217, UniParc:UPI00000CCE0F, UniRef:UniRef100_A0A8E6XEZ8, UniRef:UniRef50_A0A0L0AH89, UniRef:UniRef90_A0A3F3IC95
contig_1	cds	32158	32445	+	AJBGEP_00150		Thioredoxin domain-containing protein	RefSeq:WP_000839833.1, SO:0001217, UniParc:UPI000048E9A0, UniRef:UniRef100_Q9RH97, UniRef:UniRef50_Q9RH97, UniRef:UniRef90_Q9RH97
contig_1	cds	32545	32994	-	AJBGEP_00155	cadC1	DNA-binding winged helix-turn-helix (wHTH) domain	COG:COG3710, COG:K, RefSeq:WP_001250362.1, SO:0001217, UniParc:UPI00000CCE10, UniRef:UniRef100_A0A724LCK5, UniRef:UniRef50_A0A248KCR1, UniRef:UniRef90_A0A344R622
contig_1	cds	33364	34368	+	AJBGEP_00160	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_001247395.1, SO:0001217, UniParc:UPI00016A076A, UniRef:UniRef100_A0A6M3NYI5, UniRef:UniRef50_A0A3S4G661, UniRef:UniRef90_A0A379QTF4
contig_1	cds	34376	34816	-	AJBGEP_00165	cadC1	DNA-binding winged helix-turn-helix (wHTH) domain	COG:COG3710, COG:K, RefSeq:WP_000158347.1, SO:0001217, UniParc:UPI00016A076B, UniRef:UniRef100_A0A5Z4QG96, UniRef:UniRef50_A0A344R620, UniRef:UniRef90_A0A344R620
contig_1	cds	35339	37057	+	AJBGEP_00170		Arylsulfatase	RefSeq:WP_001036514.1, SO:0001217, UniParc:UPI00000CCE13, UniRef:UniRef100_A0A630KZ14, UniRef:UniRef50_A9MR51, UniRef:UniRef90_A0A2T8TH94
contig_1	cds	37103	38665	-	AJBGEP_00175	ushA	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	COG:COG0737, COG:FV, SO:0001217, UniParc:UPI00017A8AB9, UniRef:UniRef100_A0A5W7MVL1, UniRef:UniRef50_A0A379T0Z5, UniRef:UniRef90_A0A379T0Z5
contig_1	cds	38773	39534	-	AJBGEP_00180		Outer membrane/exported protein	RefSeq:WP_000791534.1, SO:0001217, UniParc:UPI00000CCE14, UniRef:UniRef100_E8XG56, UniRef:UniRef50_A9MR55, UniRef:UniRef90_A9MR55
contig_1	cds	40131	41624	+	AJBGEP_00185	aslA	Arylsulfatase A or related enzyme, AlkP superfamily	COG:COG3119, COG:P, RefSeq:WP_000831880.1, SO:0001217, UniParc:UPI00000CCE15, UniRef:UniRef100_A0A3Z3I0I9, UniRef:UniRef50_A0A237NMI4, UniRef:UniRef90_A0A379V024
contig_1	cds	41723	42913	+	AJBGEP_00190	aslB	anaerobic sulfatase maturase	COG:COG0641, COG:O, GO:0016491, GO:0018209, GO:0046500, GO:0051539, KEGG:K06871, RefSeq:WP_000971148.1, SO:0001217, UniParc:UPI00000CCE16, UniRef:UniRef100_A0A8E7CS59, UniRef:UniRef50_A0A331WMH7, UniRef:UniRef90_A9MR53
contig_1	cds	42938	44185	+	AJBGEP_00195	insA	Transposase InsA	COG:COG3677, COG:X, RefSeq:WP_001520524.1, SO:0001217, UniParc:UPI00016A076C, UniRef:UniRef100_A0A3Z3I0G2, UniRef:UniRef50_A0A133L9G7, UniRef:UniRef90_V1H9H3
contig_1	cds	44312	46027	+	AJBGEP_00200		Arylsulfotransferase N-terminal domain-containing protein	RefSeq:WP_001094892.1, SO:0001217, UniParc:UPI00000CCE18, UniRef:UniRef100_A0A3Z3I0G6, UniRef:UniRef50_A9MR51, UniRef:UniRef90_A9MR51
contig_1	cds	46190	47356	+	AJBGEP_00205	nhaA	Na+/H+ antiporter NhaA	COG:COG3004, COG:CP, GO:0005886, GO:0006814, GO:0006885, GO:0015081, GO:0015297, GO:0015385, GO:1902600, RefSeq:WP_000681340.1, SO:0001217, UniParc:UPI00000CCE19, UniRef:UniRef100_Q57TM1, UniRef:UniRef50_P13738, UniRef:UniRef90_Q8XA63
contig_1	cds	47424	48317	+	AJBGEP_00210	nhaR	transcriptional activator NhaR	COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0005737, GO:0006355, SO:0001217, UniRef:UniRef50_P0A9G2, UniRef:UniRef90_P0A9G2
contig_1	cds	48372	50411	-	AJBGEP_00215	yicI	Alpha-glucosidase/xylosidase, GH31 family	COG:COG1501, COG:G, RefSeq:WP_001116457.1, SO:0001217, UniParc:UPI00000CCE1A, UniRef:UniRef100_E8XG63, UniRef:UniRef50_Q01336, UniRef:UniRef90_A0A0J1MYT1
