#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	14681	14821	-	BEJGEH_00075	5.3	10.7		RefSeq:WP_186791146.1, SO:0001217, UniParc:UPI0003E4F726, UniRef:UniRef100_A0A2X5CBS9, UniRef:UniRef50_A0A2X5CBS9, UniRef:UniRef90_A0A2X5CBS9
contig_1	52316	52525	+	BEJGEH_00230	7.8	6.4		SO:0001217, UniParc:UPI0003E4EAFA, UniRef:UniRef100_A0A8D4Z1X2, UniRef:UniRef50_A0A3S5DPZ4, UniRef:UniRef90_E3GA15
contig_1	74949	75083	-	BEJGEH_00340	5.1	9.4		SO:0001217, UniRef:UniRef50_A0A0N1QX16, UniRef:UniRef90_C0Q4K6
contig_1	238293	238637	+	BEJGEH_01075	13.3	10.0		RefSeq:WP_137915687.1, SO:0001217, UniParc:UPI0003A05BA4, UniRef:UniRef100_A0A5Z2WAD9, UniRef:UniRef50_A0A379WZM7, UniRef:UniRef90_A0A379WZM7
contig_1	318429	318860	+	BEJGEH_01490	17.0	8.5		RefSeq:WP_000778606.1, SO:0001217, UniParc:UPI00016BE9B1, UniRef:UniRef100_A0A5X8JWW3, UniRef:UniRef50_A0A348DFM6, UniRef:UniRef90_A0A5X8JWW3
contig_1	321714	321872	+	BEJGEH_01520	6.0	9.2		SO:0001217, UniParc:UPI00017A8B92, UniRef:UniRef100_A0A8D4YI65, UniRef:UniRef50_A0A379NPS0, UniRef:UniRef90_A0A379VW97
contig_1	522619	522939	+	BEJGEH_02465	11.0	4.6		
contig_1	552406	552510	+	BEJGEH_02610	3.8	8.5		SO:0001217, UniParc:UPI000169F61A, UniRef:UniRef100_A0A1X8WAK3, UniRef:UniRef50_A0A379SBK8, UniRef:UniRef90_A0A379SBK8
contig_1	597435	597593	+	BEJGEH_02845	5.6	6.7		SO:0001217, UniParc:UPI0001604591, UniRef:UniRef100_A0A455RWW1, UniRef:UniRef50_A0A455RWW1, UniRef:UniRef90_A0A455RWW1
contig_1	663041	663139	+	BEJGEH_03170	3.8	5.3		SO:0001217, UniParc:UPI00065C2C17, UniRef:UniRef100_A0A379VU92, UniRef:UniRef50_A0A379VU92, UniRef:UniRef90_A0A379VU92
contig_1	772086	772211	+	BEJGEH_03700	4.6	9.0		SO:0001217, UniParc:UPI0001603F11, UniRef:UniRef100_A0A659JTK8, UniRef:UniRef50_A0A659JTK8, UniRef:UniRef90_A0A659JTK8
contig_1	939052	939408	-	BEJGEH_04520	14.1	11.1		
contig_1	1090219	1090458	+	BEJGEH_05200	8.8	9.2		RefSeq:WP_153274191.1, SO:0001217, UniParc:UPI001293694E, UniRef:UniRef100_A0A756TGX3, UniRef:UniRef50_A0A756TGX3, UniRef:UniRef90_A0A756TGX3
contig_1	1124917	1125294	+	BEJGEH_05345	14.5	5.4		RefSeq:WP_001747705.1, SO:0001217, UniParc:UPI00016BF3A9, UniRef:UniRef100_A0A3T3XUF6, UniRef:UniRef50_A0A6C8G5T4, UniRef:UniRef90_A0A3Y5P5X8
contig_1	1242795	1242896	-	BEJGEH_06010	3.7	4.3		SO:0001217, UniParc:UPI00024F1CDE, UniRef:UniRef100_A0A379VRP1, UniRef:UniRef50_A0A379VRP1, UniRef:UniRef90_A0A379VRP1
contig_1	1262059	1262166	+	BEJGEH_06120	4.2	9.6		SO:0001217, UniParc:UPI0001604483, UniRef:UniRef100_A0A455RYX3, UniRef:UniRef50_A0A455RYX3, UniRef:UniRef90_A0A455RYX3
contig_1	1393173	1393325	-	BEJGEH_06765	5.7	9.4		SO:0001217, UniRef:UniRef50_A0A447U2B1, UniRef:UniRef50_A0A5Z7IP03, UniRef:UniRef90_A0A5Z7IP03
contig_1	1478630	1478725	+	BEJGEH_07175	3.5	5.9		SO:0001217, UniParc:UPI00016040E5, UniRef:UniRef100_A0A455RUE4, UniRef:UniRef50_A0A379W8A9, UniRef:UniRef90_A0A379W8A9
contig_1	1587190	1587579	+	BEJGEH_07655	14.5	5.5		RefSeq:WP_001044696.1, SO:0001217, UniParc:UPI000169F2C7, UniRef:UniRef100_A0A3V2ZPM1, UniRef:UniRef50_A0A0M2K5G5, UniRef:UniRef90_A0A0M2K5G5
contig_1	1588066	1588170	+	BEJGEH_07665	3.7	10.4		SO:0001217, UniParc:UPI00065C2319, UniRef:UniRef100_A0A7D8EKG8, UniRef:UniRef50_A0A379WUP6, UniRef:UniRef50_A0A7D8EKG8, UniRef:UniRef90_A0A379WUP6, UniRef:UniRef90_A0A7D8EKG8
contig_1	1882501	1882758	+	BEJGEH_09240	9.7	7.7		SO:0001217, UniRef:UniRef50_A9MG64
contig_1	1885596	1885802	+	BEJGEH_09265	8.1	9.7		SO:0001217, UniParc:UPI00016BE86C, UniRef:UniRef100_A0A5Y4V9J2, UniRef:UniRef50_V7IU88, UniRef:UniRef90_A0A447JGW4
contig_1	1989810	1990163	-	BEJGEH_09820	13.0	8.9		SO:0001217, UniRef:UniRef50_G5QXK3, UniRef:UniRef90_G5QXK3
contig_1	2016437	2016532	+	BEJGEH_09975	3.4	4.4		
contig_1	2053206	2053307	+	BEJGEH_10160	4.0	4.9		
contig_1	2193202	2193504	-	BEJGEH_10840	11.9	7.8		RefSeq:WP_000873939.1, SO:0001217, UniParc:UPI000048EB3D, UniRef:UniRef100_A0A5H9IBS5, UniRef:UniRef50_A0A6C8GCZ3, UniRef:UniRef90_A0A6C8GCZ3
contig_1	2264332	2264445	-	BEJGEH_11185	4.2	4.1		SO:0001217, UniParc:UPI0005E6C374, UniRef:UniRef100_A0A2X5B4D3, UniRef:UniRef50_A0A2X5B4D3, UniRef:UniRef90_A0A2X5B4D3
contig_1	2447630	2448004	-	BEJGEH_11995	14.5	7.8		RefSeq:WP_001051265.1, SO:0001217, UniParc:UPI00016BF0DD, UniRef:UniRef100_A0A5Y4V733, UniRef:UniRef90_A0A344QZT0
contig_1	2468320	2468415	+	BEJGEH_12105	3.7	4.9		SO:0001217, UniParc:UPI000B1D1CF2, UniRef:UniRef100_A0A379Q3Z2, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_1	2636441	2636620	+	BEJGEH_12855	6.5	10.6		SO:0001217, UniParc:UPI000408BED3, UniRef:UniRef100_A0A3T3EW42, UniRef:UniRef50_A0A379WNS0, UniRef:UniRef90_A0A379WNS0
contig_1	2748600	2748932	-	BEJGEH_13425	12.3	6.1		RefSeq:WP_000645096.1, SO:0001217, UniParc:UPI00016BFA51, UniRef:UniRef100_A0A5V0A975, UniRef:UniRef50_A0A2K0JF49, UniRef:UniRef90_A0A2K0JF49
contig_1	2792863	2794035	-	BEJGEH_13605	42.1	5.0	PF04984.18|Phage_sheath_1, PF17482.6|Phage_sheath_1C	PFAM:PF04984.18, PFAM:PF17482.6, RefSeq:WP_000046109.1, SO:0001217, UniParc:UPI00000CD2AD, UniRef:UniRef100_A0A602Y2Q0, UniRef:UniRef50_R4YHW4, UniRef:UniRef90_R4YHW4
contig_1	2821804	2822064	-	BEJGEH_13790	10.0	10.6		
contig_1	2824066	2824344	-	BEJGEH_13800	10.8	9.4		
contig_1	3052575	3052697	-	BEJGEH_14950	4.7	10.6		SO:0001217, UniParc:UPI0002F95355, UniRef:UniRef100_A0A379WN91, UniRef:UniRef50_A0A379Q4Z4, UniRef:UniRef90_A0A379Q4Z4
contig_1	3106206	3106310	+	BEJGEH_15210	3.7	5.9		
contig_1	3124817	3125008	-	BEJGEH_15320	6.7	4.1		SO:0001217, UniParc:UPI0006D4B733, UniRef:UniRef100_A0A2T8MKK9, UniRef:UniRef50_A0A3S4JYK6, UniRef:UniRef90_A0A418ZC25
contig_1	3193679	3193852	-	BEJGEH_15665	6.6	6.7		SO:0001217, UniParc:UPI0002E7CA26, UniRef:UniRef100_B5F5P3, UniRef:UniRef50_B5F5P3, UniRef:UniRef90_B5F5P3
contig_1	3249564	3249674	+	BEJGEH_15945	3.9	10.3		SO:0001217, UniRef:UniRef50_A0A379VKA3, UniRef:UniRef90_A0A379VKA3
contig_1	3249737	3249865	+	BEJGEH_15950	4.6	6.0		RefSeq:WP_001747738.1, SO:0001217, UniParc:UPI00016BEE6C, UniRef:UniRef100_B5F660, UniRef:UniRef50_B5F660, UniRef:UniRef90_B5F660
contig_1	3279979	3280332	+	BEJGEH_16095	13.0	8.9		SO:0001217, UniRef:UniRef50_G5QXK3, UniRef:UniRef90_G5QXK3
contig_1	3385669	3385770	-	BEJGEH_16635	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_1	3405197	3405301	-	BEJGEH_16765	3.9	9.5		SO:0001217, UniParc:UPI0003E54430, UniRef:UniRef100_A0A447JBR0, UniRef:UniRef50_A0A447JBR0, UniRef:UniRef90_A0A447JBR0
contig_1	3545343	3545696	+	BEJGEH_17550	13.0	8.9		SO:0001217, UniRef:UniRef50_G5QXK3, UniRef:UniRef90_G5QXK3
contig_1	3632824	3632997	+	BEJGEH_17915	6.6	11.0		
contig_1	3868721	3868894	+	BEJGEH_18995	6.8	6.5		SO:0001217, UniParc:UPI00076BAC11, UniRef:UniRef100_A0A379W0X8, UniRef:UniRef50_A0A379W0X8, UniRef:UniRef90_A0A379W0X8
contig_1	3974072	3974497	-	BEJGEH_19505	16.9	4.9		RefSeq:WP_001747551.1, SO:0001217, UniParc:UPI000023292F, UniRef:UniRef100_A0A5Y4VGY7, UniRef:UniRef50_F0JMH6, UniRef:UniRef90_F0JMH6
contig_1	3982362	3982463	+	BEJGEH_19550	3.7	5.5		SO:0001217, UniParc:UPI0005D92894, UniRef:UniRef100_A0A455S9T1, UniRef:UniRef50_A0A3S4G6C1, UniRef:UniRef90_A0A3S4G6C1
contig_1	4250896	4251018	+	BEJGEH_20885	4.6	8.8		SO:0001217, UniRef:UniRef50_A0A3S4GRD1, UniRef:UniRef90_A0A3S4GRD1
contig_1	4293549	4293671	-	BEJGEH_21085	4.8	4.9		SO:0001217, UniRef:UniRef50_A0A447N043, UniRef:UniRef90_UPI001483A302
contig_1	4330182	4330472	+	BEJGEH_21250	10.8	4.9		SO:0001217, UniParc:UPI00017C0DAA, UniRef:UniRef100_A0A3R0RLS7, UniRef:UniRef50_A0A3R0RLS7, UniRef:UniRef90_A0A3R0RLS7
contig_1	4331006	4331353	+	BEJGEH_21260	13.2	4.9		RefSeq:WP_000861771.1, SO:0001217, UniParc:UPI00016BE976, UniRef:UniRef100_A0A756VLZ1, UniRef:UniRef50_A0A756VLZ1, UniRef:UniRef90_A0A756VLZ1
contig_1	4331353	4331727	+	BEJGEH_21265	13.8	5.8		RefSeq:WP_000700615.1, SO:0001217, UniParc:UPI00016BE977, UniRef:UniRef100_A0A3R0SA42, UniRef:UniRef50_A0A3R0SA42, UniRef:UniRef90_A0A3R0SA42
contig_1	4489018	4489509	+	BEJGEH_21945	18.4	9.4		SO:0001217, UniParc:UPI00016BF35B, UniRef:UniRef100_B5F2J4, UniRef:UniRef50_B5F2J4, UniRef:UniRef90_B5F2J4
contig_1	4590379	4590693	-	BEJGEH_22475	12.1	8.7		SO:0001217, UniParc:UPI00016A2162, UniRef:UniRef100_A0A3T3EQM6, UniRef:UniRef50_A0A3U8EHJ2, UniRef:UniRef90_A0A3U8EHJ2
contig_1	4665269	4665907	+	BEJGEH_22825	24.8	6.8		RefSeq:WP_001066528.1, SO:0001217, UniParc:UPI00016BEAF8, UniRef:UniRef100_A0A3V9FHV4, UniRef:UniRef50_A0A6P1Q3W6, UniRef:UniRef90_A0A6P1Q3W6
contig_1	4678677	4679030	-	BEJGEH_22910	13.0	8.9		SO:0001217, UniRef:UniRef50_G5QXK3, UniRef:UniRef90_G5QXK3
contig_1	4684019	4684312	-	BEJGEH_22945	10.6	4.7		RefSeq:WP_001748007.1, SO:0001217, UniParc:UPI00016BEB0A, UniRef:UniRef100_A0A3R0QMM5, UniRef:UniRef50_A0A0F6TWN7, UniRef:UniRef90_D4BFZ5
