#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	14682	14822	-	HFCAGB_00075	5.3	10.7		RefSeq:WP_186791146.1, SO:0001217, UniParc:UPI0003E4F726, UniRef:UniRef100_A0A2X5CBS9, UniRef:UniRef50_A0A2X5CBS9, UniRef:UniRef90_A0A2X5CBS9
contig_1	52317	52526	+	HFCAGB_00235	7.8	6.4		SO:0001217, UniParc:UPI0003E4EAFA, UniRef:UniRef100_A0A8D4Z1X2, UniRef:UniRef50_A0A3S5DPZ4, UniRef:UniRef90_E3GA15
contig_1	112360	112539	-	HFCAGB_00500	6.8	7.8		SO:0001217, UniParc:UPI00016A127D, UniRef:UniRef100_M7S7D2, UniRef:UniRef50_M7S7D2, UniRef:UniRef90_M7S7D2
contig_1	335909	336346	+	HFCAGB_01525	16.8	6.7		RefSeq:WP_000870136.1, SO:0001217, UniParc:UPI00016A0C3B, UniRef:UniRef100_A0A3Z2MYE8, UniRef:UniRef50_A0A3Z2MYE8, UniRef:UniRef90_A0A3U4ENL1
contig_1	336750	336878	+	HFCAGB_01530	5.0	7.9		SO:0001217, UniParc:UPI0002C48E42, UniRef:UniRef100_M7RBC9, UniRef:UniRef50_M7RBC9, UniRef:UniRef90_M7RBC9
contig_1	336930	337022	+	HFCAGB_01535	3.5	4.1		
contig_1	337145	337483	+	HFCAGB_01540	12.9	4.5		RefSeq:WP_000201550.1, SO:0001217, UniParc:UPI00016A1773, UniRef:UniRef100_M7S6P6, UniRef:UniRef50_M7S6P6, UniRef:UniRef90_M7S6P6
contig_1	342519	342767	+	HFCAGB_01565	9.8	6.9		SO:0001217, UniParc:UPI00016A1779, UniRef:UniRef100_A0A723VLS1, UniRef:UniRef50_A0A379WFF6, UniRef:UniRef90_A0A379WFF6
contig_1	405033	405146	-	HFCAGB_01875	4.5	9.8		SO:0001217, UniParc:UPI0001812E69, UniRef:UniRef100_A0A6C6Z4G0, UniRef:UniRef50_Q8Z915, UniRef:UniRef90_Q8Z915
contig_1	459508	459666	+	HFCAGB_02115	6.0	8.2		SO:0001217, UniRef:UniRef50_UPI001E41ADCC, UniRef:UniRef90_UPI001E41ADCC
contig_1	572966	573070	+	HFCAGB_02680	3.8	6.7		SO:0001217, UniParc:UPI0001604710, UniRef:UniRef100_A0A455S8Y3, UniRef:UniRef50_A0A379SBK8, UniRef:UniRef90_A0A379SBK8
contig_1	624906	625205	-	HFCAGB_03000	10.9	5.0		RefSeq:WP_001751411.1, SO:0001217, UniParc:UPI00016A10B7, UniRef:UniRef100_A0A3Z0XW13, UniRef:UniRef50_A0A6G4LY13, UniRef:UniRef90_A0A3Z0XW13
contig_1	633971	634063	+	HFCAGB_03080	3.2	11.0		
contig_1	652107	652436	-	HFCAGB_03190	12.4	7.7		RefSeq:WP_000889769.1, SO:0001217, UniParc:UPI00016A1040, UniRef:UniRef100_A0A3R0EGQ1, UniRef:UniRef50_A0A5H5BBY3, UniRef:UniRef90_A0A5H5BBY3
contig_1	659581	659739	+	HFCAGB_03245	5.6	6.7		SO:0001217, UniParc:UPI0001604591, UniRef:UniRef100_A0A455RWW1, UniRef:UniRef50_A0A455RWW1, UniRef:UniRef90_A0A455RWW1
