# BUSCO version is: 6.0.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
4421at2	Complete	NZ_ABEW01000017.1	23032	18809	-	1843.7	1176	https://v10-1.orthodb.org/?query=4421at2	DNA-directed RNA polymerase subunit beta'
9601at2	Complete	NZ_ABEW01000017.1	27137	23109	-	1274.7	801	https://v10-1.orthodb.org/?query=9601at2	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
26038at2	Complete	NZ_ABEW01000008.1	45987	49874	+	261.0	392	https://v10-1.orthodb.org/?query=26038at2	PurM-like, C-terminal domain
91428at2	Complete	NZ_ABEW01000002.1	588415	591045	+	588.9	529	https://v10-1.orthodb.org/?query=91428at2	Alanine--tRNA ligase
95696at2	Complete	NZ_ABEW01000007.1	32081	34102	+	770.8	490	https://v10-1.orthodb.org/?query=95696at2	excinuclease ABC subunit B
143460at2	Complete	NZ_ABEW01000011.1	16172	17995	+	563.9	439	https://v10-1.orthodb.org/?query=143460at2	GTP-binding protein
182107at2	Complete	NZ_ABEW01000008.1	29557	31356	+	735.2	491	https://v10-1.orthodb.org/?query=182107at2	Elongation factor 4
219876at2	Complete	NZ_ABEW01000004.1	54556	55956	+	331.4	277	https://v10-1.orthodb.org/?query=219876at2	Chromosomal replication initiator protein DnaA
223233at2	Complete	NZ_ABEW01000001.1	283314	285911	+	516.2	426	https://v10-1.orthodb.org/?query=223233at2	DNA topoisomerase, type IA
226836at2	Complete	NZ_ABEW01000001.1	86653	88425	+	608.9	473	https://v10-1.orthodb.org/?query=226836at2	Aminoacyl-tRNA synthetase, class II
232152at2	Complete	NZ_ABEW01000003.1	523571	522273	-	326.4	280	https://v10-1.orthodb.org/?query=232152at2	adenylosuccinate synthase
267682at2	Complete	NZ_ABEW01000006.1	55970	57487	+	273.7	284	https://v10-1.orthodb.org/?query=267682at2	Amidophosphoribosyltransferase
353391at2	Complete	NZ_ABEW01000007.1	175704	176996	+	416.2	313	https://v10-1.orthodb.org/?query=353391at2	Serine--tRNA ligase
384865at2	Complete	NZ_ABEW01000002.1	108894	110396	+	177.9	211	https://v10-1.orthodb.org/?query=384865at2	Transcription termination/antitermination protein NusA
402899at2	Complete	NZ_ABEW01000001.1	569444	568170	-	337.4	283	https://v10-1.orthodb.org/?query=402899at2	Tyrosine--tRNA ligase
430176at2	Complete	NZ_ABEW01000004.1	24299	25681	+	578.8	360	https://v10-1.orthodb.org/?query=430176at2	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
462069at2	Complete	NZ_ABEW01000002.1	332918	334081	+	180.7	220	https://v10-1.orthodb.org/?query=462069at2	Phosphoglycerate kinase
469058at2	Complete	NZ_ABEW01000001.1	677248	676265	-	432.4	294	https://v10-1.orthodb.org/?query=469058at2	Phenylalanine--tRNA ligase alpha subunit
504464at2	Complete	NZ_ABEW01000008.1	133272	134849	+	309.2	233	https://v10-1.orthodb.org/?query=504464at2	GMP synthase
505485at2	Complete	NZ_ABEW01000003.1	312584	311202	-	212.6	233	https://v10-1.orthodb.org/?query=505485at2	Ribosomal protein S5 domain 2-type fold
533698at2	Complete	NZ_ABEW01000002.1	465348	466646	+	365.0	285	https://v10-1.orthodb.org/?query=533698at2	Enolase
662686at2	Complete	NZ_ABEW01000020.1	14002	14991	+	263.4	226	https://v10-1.orthodb.org/?query=662686at2	DNA-directed RNA polymerase subunit alpha
665824at2	Complete	NZ_ABEW01000003.1	4774	6492	+	824.4	533	https://v10-1.orthodb.org/?query=665824at2	Proline--tRNA ligase
761140at2	Complete	NZ_ABEW01000006.1	272741	270708	-	200.4	301	https://v10-1.orthodb.org/?query=761140at2	Methionine--tRNA ligase
776861at2	Complete	NZ_ABEW01000007.1	196907	197590	+	286.6	206	https://v10-1.orthodb.org/?query=776861at2	Cytidylate kinase
837522at2	Complete	NZ_ABEW01000004.1	21817	23358	+	641.7	407	https://v10-1.orthodb.org/?query=837522at2	ATP synthase subunit alpha
841869at2	Complete	NZ_ABEW01000025.1	128	1156	+	136.7	182	https://v10-1.orthodb.org/?query=841869at2	UDP-N-acetylenolpyruvoylglucosamine reductase
874197at2	Complete	NZ_ABEW01000001.1	93471	94481	+	428.7	273	https://v10-1.orthodb.org/?query=874197at2	Holliday junction ATP-dependent DNA helicase RuvB
923547at2	Complete	NZ_ABEW01000008.1	144726	143689	-	465.7	315	https://v10-1.orthodb.org/?query=923547at2	Phosphoribosylformylglycinamidine cyclo-ligase
932854at2	Complete	NZ_ABEW01000017.1	1916	3205	+	684.3	418	https://v10-1.orthodb.org/?query=932854at2	Phosphoribosylamine--glycine ligase
932993at2	Complete	NZ_ABEW01000005.1	213630	214928	+	93.0	233	https://v10-1.orthodb.org/?query=932993at2	Trigger factor
961486at2	Complete	NZ_ABEW01000020.1	3668	4489	+	234.5	187	https://v10-1.orthodb.org/?query=961486at2	Ribosomal protein L2
981870at2	Complete	NZ_ABEW01000006.1	36197	37282	+	328.7	267	https://v10-1.orthodb.org/?query=981870at2	Chorismate synthase
984717at2	Complete	NZ_ABEW01000008.1	33298	34203	+	227.3	221	https://v10-1.orthodb.org/?query=984717at2	GTPase Era
1009041at2	Complete	NZ_ABEW01000003.1	133649	132498	-	260.1	220	https://v10-1.orthodb.org/?query=1009041at2	Cell division protein FtsZ
1024388at2	Complete	NZ_ABEW01000002.1	313108	311954	-	460.6	307	https://v10-1.orthodb.org/?query=1024388at2	S-adenosylmethionine synthetase
1036075at2	Complete	NZ_ABEW01000001.1	45283	47115	+	286.8	321	https://v10-1.orthodb.org/?query=1036075at2	GIY-YIG endonuclease
1043239at2	Complete	NZ_ABEW01000003.1	32680	31955	-	142.6	155	https://v10-1.orthodb.org/?query=1043239at2	Uridylate kinase
1049662at2	Complete	NZ_ABEW01000017.1	315	1904	+	606.7	438	https://v10-1.orthodb.org/?query=1049662at2	Methylglyoxal synthase-like domain
1054741at2	Complete	NZ_ABEW01000010.1	97858	96752	-	455.3	329	https://v10-1.orthodb.org/?query=1054741at2	tRNA-specific 2-thiouridylase
1069591at2	Complete	NZ_ABEW01000003.1	529124	528174	-	161.0	180	https://v10-1.orthodb.org/?query=1069591at2	tRNA dimethylallyltransferase
1074831at2	Complete	NZ_ABEW01000002.1	681417	679756	-	302.9	383	https://v10-1.orthodb.org/?query=1074831at2	DNA repair protein RecN
1080436at2	Complete	NZ_ABEW01000002.1	586501	587562	+	393.5	263	https://v10-1.orthodb.org/?query=1080436at2	Protein RecA
1093223at2	Complete	NZ_ABEW01000003.1	141932	140616	-	320.9	357	https://v10-1.orthodb.org/?query=1093223at2	Mur ligase, C-terminal
1132353at2	Complete	NZ_ABEW01000020.1	5149	5850	+	213.6	161	https://v10-1.orthodb.org/?query=1132353at2	K Homology domain
1151822at2	Complete	NZ_ABEW01000003.1	143017	141935	-	281.8	250	https://v10-1.orthodb.org/?query=1151822at2	Phospho-N-acetylmuramoyl-pentapeptide-transferase
1166299at2	Complete	NZ_ABEW01000002.1	113721	114665	+	134.9	120	https://v10-1.orthodb.org/?query=1166299at2	tRNA pseudouridine synthase B
1211060at2	Complete	NZ_ABEW01000020.1	13356	13976	+	214.7	164	https://v10-1.orthodb.org/?query=1211060at2	RNA-binding S4 domain
1257362at2	Complete	NZ_ABEW01000002.1	191183	192196	+	252.7	235	https://v10-1.orthodb.org/?query=1257362at2	tRNA N6-adenosine threonylcarbamoyltransferase
1266295at2	Complete	NZ_ABEW01000011.1	90980	90213	-	317.3	249	https://v10-1.orthodb.org/?query=1266295at2	Triosephosphate isomerase
1270636at2	Complete	NZ_ABEW01000020.1	2106	2735	+	174.5	161	https://v10-1.orthodb.org/?query=1270636at2	Ribosomal protein L3
1272633at2	Complete	NZ_ABEW01000003.1	148925	147984	-	141.4	156	https://v10-1.orthodb.org/?query=1272633at2	S-adenosyl-L-methionine-dependent methyltransferase
1346419at2	Complete	NZ_ABEW01000004.1	165829	164606	-	332.1	298	https://v10-1.orthodb.org/?query=1346419at2	Flavoprotein
1395197at2	Complete	NZ_ABEW01000003.1	27960	26608	-	135.2	156	https://v10-1.orthodb.org/?query=1395197at2	Peptidase M50
1398618at2	Complete	NZ_ABEW01000020.1	8891	9424	+	142.9	130	https://v10-1.orthodb.org/?query=1398618at2	Ribosomal protein L6, alpha-beta domain
1419877at2	Complete	NZ_ABEW01000004.1	193827	194846	+	266.0	260	https://v10-1.orthodb.org/?query=1419877at2	glycerol-3-phosphate dehydrogenase
1456375at2	Complete	NZ_ABEW01000020.1	7593	8132	+	229.2	141	https://v10-1.orthodb.org/?query=1456375at2	Ribosomal protein L5
1470978at2	Complete	NZ_ABEW01000017.1	28384	27887	-	83.7	115	https://v10-1.orthodb.org/?query=1470978at2	Ribosomal protein L10
1490892at2	Complete	NZ_ABEW01000002.1	308611	307880	-	49.3	85	https://v10-1.orthodb.org/?query=1490892at2	16S rRNA (uracil(1498)-N(3))-methyltransferase
1491686at2	Complete	NZ_ABEW01000005.1	258124	258768	+	142.7	130	https://v10-1.orthodb.org/?query=1491686at2	Adenylate kinase
1497415at2	Complete	NZ_ABEW01000002.1	688090	688638	+	34.9	38	https://v10-1.orthodb.org/?query=1497415at2	Ribosome maturation factor RimM
1502854at2	Complete	NZ_ABEW01000004.1	156249	155626	-	279.2	187	https://v10-1.orthodb.org/?query=1502854at2	Guanylate kinase
1504821at2	Complete	NZ_ABEW01000003.1	236553	235615	-	202.9	221	https://v10-1.orthodb.org/?query=1504821at2	Riboflavin kinase
1505038at2	Complete	NZ_ABEW01000020.1	9802	10305	+	228.8	149	https://v10-1.orthodb.org/?query=1505038at2	Ribosomal protein S5
1540940at2	Complete	NZ_ABEW01000004.1	487221	487691	+	198.4	134	https://v10-1.orthodb.org/?query=1540940at2	Ribosomal protein S7 domain
1567535at2	Complete	NZ_ABEW01000020.1	10934	12265	+	361.2	298	https://v10-1.orthodb.org/?query=1567535at2	Protein translocase subunit SecY
1572673at2	Complete	NZ_ABEW01000020.1	2746	3351	+	122.4	101	https://v10-1.orthodb.org/?query=1572673at2	50S ribosomal protein L4
1574817at2	Complete	NZ_ABEW01000005.1	183501	183920	+	137.2	144	https://v10-1.orthodb.org/?query=1574817at2	Transcription antitermination protein NusB
