# BUSCO version is: 6.0.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
4421at2	Complete	NZ_ABAM02000001.1	7017	11240	+	1843.7	1176	https://v10-1.orthodb.org/?query=4421at2	DNA-directed RNA polymerase subunit beta'
9601at2	Complete	NZ_ABAM02000001.1	2912	6940	+	1274.7	801	https://v10-1.orthodb.org/?query=9601at2	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
26038at2	Complete	NZ_ABAM02000001.1	3169932	3166045	-	260.2	391	https://v10-1.orthodb.org/?query=26038at2	PurM-like, C-terminal domain
91428at2	Complete	NZ_ABAM02000001.1	3349477	3346847	-	588.9	529	https://v10-1.orthodb.org/?query=91428at2	Alanine--tRNA ligase
95696at2	Complete	NZ_ABAM02000001.1	1363099	1365120	+	770.8	490	https://v10-1.orthodb.org/?query=95696at2	excinuclease ABC subunit B
143460at2	Complete	NZ_ABAM02000001.1	4585155	4586978	+	564.2	439	https://v10-1.orthodb.org/?query=143460at2	GTP-binding protein
182107at2	Complete	NZ_ABAM02000001.1	3186362	3184563	-	735.2	491	https://v10-1.orthodb.org/?query=182107at2	Elongation factor 4
219876at2	Complete	NZ_ABAM02000001.1	4417432	4416032	-	331.4	277	https://v10-1.orthodb.org/?query=219876at2	Chromosomal replication initiator protein DnaA
223233at2	Complete	NZ_ABAM02000001.1	2272305	2269708	-	516.2	426	https://v10-1.orthodb.org/?query=223233at2	DNA topoisomerase, type IA
226836at2	Complete	NZ_ABAM02000001.1	2456810	2455038	-	606.9	473	https://v10-1.orthodb.org/?query=226836at2	Aminoacyl-tRNA synthetase, class II
232152at2	Complete	NZ_ABAM02000001.1	254588	255886	+	326.0	280	https://v10-1.orthodb.org/?query=232152at2	adenylosuccinate synthase
267682at2	Complete	NZ_ABAM02000001.1	2934974	2933457	-	273.7	284	https://v10-1.orthodb.org/?query=267682at2	Amidophosphoribosyltransferase
353391at2	Complete	NZ_ABAM02000001.1	1499041	1500333	+	416.2	313	https://v10-1.orthodb.org/?query=353391at2	Serine--tRNA ligase
384865at2	Complete	NZ_ABAM02000001.1	3831164	3829662	-	177.9	211	https://v10-1.orthodb.org/?query=384865at2	Transcription termination/antitermination protein NusA
402899at2	Complete	NZ_ABAM02000001.1	1983381	1984655	+	337.4	283	https://v10-1.orthodb.org/?query=402899at2	Tyrosine--tRNA ligase
430176at2	Complete	NZ_ABAM02000001.1	4443582	4442200	-	578.8	360	https://v10-1.orthodb.org/?query=430176at2	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
462069at2	Complete	NZ_ABAM02000001.1	3605591	3604428	-	180.7	220	https://v10-1.orthodb.org/?query=462069at2	Phosphoglycerate kinase
469058at2	Complete	NZ_ABAM02000001.1	1875569	1876552	+	432.4	294	https://v10-1.orthodb.org/?query=469058at2	Phenylalanine--tRNA ligase alpha subunit
504464at2	Complete	NZ_ABAM02000001.1	3082140	3080563	-	309.2	233	https://v10-1.orthodb.org/?query=504464at2	GMP synthase
505485at2	Complete	NZ_ABAM02000001.1	478140	479522	+	212.6	233	https://v10-1.orthodb.org/?query=505485at2	Ribosomal protein S5 domain 2-type fold
533698at2	Complete	NZ_ABAM02000001.1	3473186	3471888	-	365.0	285	https://v10-1.orthodb.org/?query=533698at2	Enolase
662686at2	Complete	NZ_ABAM02000001.1	3957590	3956601	-	263.4	226	https://v10-1.orthodb.org/?query=662686at2	DNA-directed RNA polymerase subunit alpha
665824at2	Complete	NZ_ABAM02000001.1	785480	783762	-	824.4	533	https://v10-1.orthodb.org/?query=665824at2	Proline--tRNA ligase
761140at2	Complete	NZ_ABAM02000001.1	2708840	2710873	+	200.4	301	https://v10-1.orthodb.org/?query=761140at2	Methionine--tRNA ligase
776861at2	Complete	NZ_ABAM02000001.1	1520246	1520929	+	286.0	206	https://v10-1.orthodb.org/?query=776861at2	Cytidylate kinase
837522at2	Complete	NZ_ABAM02000001.1	4446064	4444523	-	641.7	407	https://v10-1.orthodb.org/?query=837522at2	ATP synthase subunit alpha
841869at2	Complete	NZ_ABAM02000002.1	3623	4651	+	138.6	182	https://v10-1.orthodb.org/?query=841869at2	UDP-N-acetylenolpyruvoylglucosamine reductase
874197at2	Complete	NZ_ABAM02000001.1	2449991	2448981	-	429.7	273	https://v10-1.orthodb.org/?query=874197at2	Holliday junction ATP-dependent DNA helicase RuvB
923547at2	Complete	NZ_ABAM02000001.1	3070831	3071868	+	465.7	315	https://v10-1.orthodb.org/?query=923547at2	Phosphoribosylformylglycinamidine cyclo-ligase
932854at2	Complete	NZ_ABAM02000001.1	28131	26842	-	684.3	418	https://v10-1.orthodb.org/?query=932854at2	Phosphoribosylamine--glycine ligase
932993at2	Complete	NZ_ABAM02000001.1	1000598	1001896	+	92.8	233	https://v10-1.orthodb.org/?query=932993at2	Trigger factor
961486at2	Complete	NZ_ABAM02000001.1	3967924	3967103	-	234.5	187	https://v10-1.orthodb.org/?query=961486at2	Ribosomal protein L2
981870at2	Complete	NZ_ABAM02000001.1	2954748	2953663	-	328.7	267	https://v10-1.orthodb.org/?query=981870at2	Chorismate synthase
984717at2	Complete	NZ_ABAM02000001.1	3182621	3181716	-	227.0	221	https://v10-1.orthodb.org/?query=984717at2	GTPase Era
1009041at2	Complete	NZ_ABAM02000001.1	656977	658128	+	260.1	220	https://v10-1.orthodb.org/?query=1009041at2	Cell division protein FtsZ
1024388at2	Complete	NZ_ABAM02000001.1	3625400	3626554	+	460.6	307	https://v10-1.orthodb.org/?query=1024388at2	S-adenosylmethionine synthetase
1036075at2	Complete	NZ_ABAM02000001.1	2498062	2496230	-	286.8	321	https://v10-1.orthodb.org/?query=1036075at2	GIY-YIG endonuclease
1043239at2	Complete	NZ_ABAM02000001.1	757576	758301	+	142.6	155	https://v10-1.orthodb.org/?query=1043239at2	Uridylate kinase
1049662at2	Complete	NZ_ABAM02000001.1	29732	28143	-	605.3	438	https://v10-1.orthodb.org/?query=1049662at2	Methylglyoxal synthase-like domain
1054741at2	Complete	NZ_ABAM02000001.1	1731925	1730819	-	455.1	329	https://v10-1.orthodb.org/?query=1054741at2	tRNA-specific 2-thiouridylase
