# BUSCO version is: 6.0.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
4421at2	Fragmented	NZ_ABEL01000027.1	1	3261	+	1263.7	878	https://v10-1.orthodb.org/?query=4421at2	DNA-directed RNA polymerase subunit beta'
9601at2	Complete	NZ_ABEL01000038.1	4211	183	-	1274.7	801	https://v10-1.orthodb.org/?query=9601at2	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
26038at2	Complete	NZ_ABEL01000007.1	178665	174778	-	261.4	415	https://v10-1.orthodb.org/?query=26038at2	PurM-like, C-terminal domain
91428at2	Complete	NZ_ABEL01000034.1	7013	9643	+	588.9	529	https://v10-1.orthodb.org/?query=91428at2	Alanine--tRNA ligase
95696at2	Complete	NZ_ABEL01000001.1	609138	611159	+	771.2	490	https://v10-1.orthodb.org/?query=95696at2	excinuclease ABC subunit B
143460at2	Complete	NZ_ABEL01000012.1	121954	120131	-	563.9	439	https://v10-1.orthodb.org/?query=143460at2	GTP-binding protein
182107at2	Complete	NZ_ABEL01000026.1	19254	21053	+	735.2	491	https://v10-1.orthodb.org/?query=182107at2	Elongation factor 4
219876at2	Complete	NZ_ABEL01000003.1	441424	440024	-	331.4	277	https://v10-1.orthodb.org/?query=219876at2	Chromosomal replication initiator protein DnaA
223233at2	Complete	NZ_ABEL01000002.1	399243	396646	-	516.2	426	https://v10-1.orthodb.org/?query=223233at2	DNA topoisomerase, type IA
226836at2	Complete	NZ_ABEL01000002.1	582780	581008	-	608.9	473	https://v10-1.orthodb.org/?query=226836at2	Aminoacyl-tRNA synthetase, class II
232152at2	Fragmented	NZ_ABEL01000029.1	1	558	+	139.3	134	https://v10-1.orthodb.org/?query=232152at2	adenylosuccinate synthase
267682at2	Complete	NZ_ABEL01000004.1	378709	377192	-	273.7	284	https://v10-1.orthodb.org/?query=267682at2	Amidophosphoribosyltransferase
353391at2	Complete	NZ_ABEL01000001.1	743420	744712	+	416.2	313	https://v10-1.orthodb.org/?query=353391at2	Serine--tRNA ligase
384865at2	Complete	NZ_ABEL01000006.1	177784	176282	-	177.9	211	https://v10-1.orthodb.org/?query=384865at2	Transcription termination/antitermination protein NusA
402899at2	Complete	NZ_ABEL01000002.1	108807	110081	+	337.4	283	https://v10-1.orthodb.org/?query=402899at2	Tyrosine--tRNA ligase
430176at2	Missing
462069at2	Complete	NZ_ABEL01000005.1	267582	266419	-	180.7	220	https://v10-1.orthodb.org/?query=462069at2	Phosphoglycerate kinase
469058at2	Complete	NZ_ABEL01000002.1	849	1832	+	432.4	294	https://v10-1.orthodb.org/?query=469058at2	Phenylalanine--tRNA ligase alpha subunit
504464at2	Complete	NZ_ABEL01000007.1	90895	89318	-	309.3	233	https://v10-1.orthodb.org/?query=504464at2	GMP synthase
505485at2	Complete	NZ_ABEL01000014.1	69296	67914	-	212.6	233	https://v10-1.orthodb.org/?query=505485at2	Ribosomal protein S5 domain 2-type fold
533698at2	Complete	NZ_ABEL01000005.1	117241	115943	-	365.0	285	https://v10-1.orthodb.org/?query=533698at2	Enolase
662686at2	Fragmented	NZ_ABEL01000032.1	11500	11285	-	62.8	53	https://v10-1.orthodb.org/?query=662686at2	DNA-directed RNA polymerase subunit alpha
665824at2	Complete	NZ_ABEL01000023.1	29371	27653	-	824.4	533	https://v10-1.orthodb.org/?query=665824at2	Proline--tRNA ligase
761140at2	Complete	NZ_ABEL01000004.1	155406	157439	+	200.4	301	https://v10-1.orthodb.org/?query=761140at2	Methionine--tRNA ligase
776861at2	Complete	NZ_ABEL01000001.1	764621	765304	+	286.6	206	https://v10-1.orthodb.org/?query=776861at2	Cytidylate kinase
837522at2	Fragmented	NZ_ABEL01000041.1	1071	1	-	498.3	299	https://v10-1.orthodb.org/?query=837522at2	ATP synthase subunit alpha
841869at2	Complete	NZ_ABEL01000039.1	218	1246	+	138.6	182	https://v10-1.orthodb.org/?query=841869at2	UDP-N-acetylenolpyruvoylglucosamine reductase
874197at2	Complete	NZ_ABEL01000002.1	576642	575632	-	428.7	273	https://v10-1.orthodb.org/?query=874197at2	Holliday junction ATP-dependent DNA helicase RuvB
923547at2	Complete	NZ_ABEL01000007.1	79311	80468	+	465.1	315	https://v10-1.orthodb.org/?query=923547at2	Phosphoribosylformylglycinamidine cyclo-ligase
932854at2	Complete	NZ_ABEL01000027.1	20155	18866	-	684.1	418	https://v10-1.orthodb.org/?query=932854at2	Phosphoribosylamine--glycine ligase
932993at2	Complete	NZ_ABEL01000001.1	246433	247731	+	93.0	233	https://v10-1.orthodb.org/?query=932993at2	Trigger factor
961486at2	Missing
981870at2	Complete	NZ_ABEL01000004.1	398483	397398	-	328.8	267	https://v10-1.orthodb.org/?query=981870at2	Chorismate synthase
984717at2	Fragmented	NZ_ABEL01000007.1	190949	190449	-	113.4	112	https://v10-1.orthodb.org/?query=984717at2	GTPase Era
1009041at2	Complete	NZ_ABEL01000008.1	84608	83457	-	260.0	220	https://v10-1.orthodb.org/?query=1009041at2	Cell division protein FtsZ
1024388at2	Complete	NZ_ABEL01000005.1	287393	288547	+	460.6	307	https://v10-1.orthodb.org/?query=1024388at2	S-adenosylmethionine synthetase
1036075at2	Complete	NZ_ABEL01000019.1	2485	653	-	286.7	321	https://v10-1.orthodb.org/?query=1036075at2	GIY-YIG endonuclease
1043239at2	Complete	NZ_ABEL01000023.1	1469	2194	+	142.6	155	https://v10-1.orthodb.org/?query=1043239at2	Uridylate kinase
1049662at2	Complete	NZ_ABEL01000027.1	21760	20171	-	606.9	438	https://v10-1.orthodb.org/?query=1049662at2	Methylglyoxal synthase-like domain
1054741at2	Complete	NZ_ABEL01000013.1	42500	41394	-	455.3	329	https://v10-1.orthodb.org/?query=1054741at2	tRNA-specific 2-thiouridylase
1069591at2	Complete	NZ_ABEL01000020.1	6041	5091	-	160.8	180	https://v10-1.orthodb.org/?query=1069591at2	tRNA dimethylallyltransferase
1074831at2	Complete	NZ_ABEL01000017.1	21339	23000	+	302.9	383	https://v10-1.orthodb.org/?query=1074831at2	DNA repair protein RecN
1080436at2	Complete	NZ_ABEL01000034.1	5099	6160	+	393.5	263	https://v10-1.orthodb.org/?query=1080436at2	Protein RecA
1093223at2	Complete	NZ_ABEL01000008.1	92891	91575	-	320.7	357	https://v10-1.orthodb.org/?query=1093223at2	Mur ligase, C-terminal
1132353at2	Missing
