AJBGEP_00355	AJBGEP_00355		
AJBGEP_00355	AJBGEP_04170		
AJBGEP_00355	AJBGEP_04700		
AJBGEP_00355	AJBGEP_06155		
AJBGEP_00355	AJBGEP_08865		
AJBGEP_00355	AJBGEP_09550		
AJBGEP_00355	AJBGEP_10285		
AJBGEP_00355	AJBGEP_13230		
AJBGEP_00355	AJBGEP_17370		
AJBGEP_00355	AJBGEP_18315		
AJBGEP_00355	GEGEGB_01250		
AJBGEP_00355	GEGEGB_01305		
AJBGEP_00355	GEGEGB_02475		
AJBGEP_00355	GEGEGB_03190		
AJBGEP_00355	GEGEGB_05885		
AJBGEP_00355	GEGEGB_06105		
AJBGEP_00355	GEGEGB_06350		
AJBGEP_00355	GEGEGB_07415		
AJBGEP_00355	GEGEGB_08210		
AJBGEP_00355	GEGEGB_08410		
AJBGEP_00355	GEGEGB_08890		
AJBGEP_00355	GEGEGB_09175		
AJBGEP_00355	GEGEGB_09685		
AJBGEP_00355	GEGEGB_09720		
AJBGEP_00355	GEGEGB_10825		
AJBGEP_00355	GEGEGB_11895		
AJBGEP_00355	GEGEGB_12655		
AJBGEP_00355	GEGEGB_12985		
AJBGEP_00355	GEGEGB_15285		
AJBGEP_00355	GEGEGB_15345		
AJBGEP_00355	GEGEGB_15720		
AJBGEP_00355	GEGEGB_15775		
AJBGEP_00355	GEGEGB_15895		
AJBGEP_00355	GEGEGB_18150		
AJBGEP_00355	GEGEGB_23525		
AJBGEP_00355	HFCAGB_14885		
AJBGEP_07970	AJBGEP_05590		
AJBGEP_07970	AJBGEP_07970		
AJBGEP_07970	AJBGEP_09105		
AJBGEP_07970	BEJGEH_05115		
AJBGEP_07970	BEJGEH_06690		
AJBGEP_07970	BEJGEH_07870		
AJBGEP_07970	GEGEGB_07560		
AJBGEP_07970	GEGEGB_08675		
AJBGEP_07970	GEGEGB_09525		
AJBGEP_07970	HFCAGB_05840		
AJBGEP_07970	HFCAGB_07750		
AJBGEP_07970	HFCAGB_08840		
AJBGEP_07970	IKCLMC_03075		
AJBGEP_07970	IKCLMC_22195		
AJBGEP_07970	IKCLMC_23305		
AJBGEP_07970	LNHIMF_05765		
AJBGEP_07970	LNHIMF_07835		
AJBGEP_07970	LNHIMF_09000		
AJBGEP_07970	ODDLKH_07620		
AJBGEP_07970	ODDLKH_09970		
AJBGEP_07970	ODDLKH_11100		
AJBGEP_07970	ONMMKP_01540		
AJBGEP_07970	ONMMKP_02695		
AJBGEP_07970	ONMMKP_05110		
AJBGEP_07970	PKJKAM_03135		
AJBGEP_07970	PKJKAM_22265		
AJBGEP_07970	PKJKAM_23400		
HFCAGB_17945	AJBGEP_00290		
HFCAGB_17945	AJBGEP_03955		
HFCAGB_17945	AJBGEP_17675		
HFCAGB_17945	BEJGEH_00295		
HFCAGB_17945	BEJGEH_03835		
HFCAGB_17945	BEJGEH_16915		
HFCAGB_17945	GEGEGB_00305		
HFCAGB_17945	GEGEGB_17225		
HFCAGB_17945	HFCAGB_00300		
HFCAGB_17945	HFCAGB_04235		
HFCAGB_17945	HFCAGB_17945		
HFCAGB_17945	IKCLMC_00245		
HFCAGB_17945	IKCLMC_15755		
HFCAGB_17945	IKCLMC_17480		
HFCAGB_17945	LNHIMF_00290		
HFCAGB_17945	LNHIMF_17030		
HFCAGB_17945	ODDLKH_02670		
HFCAGB_17945	ODDLKH_06300		
HFCAGB_17945	ODDLKH_18990		
HFCAGB_17945	ONMMKP_06960		
HFCAGB_17945	ONMMKP_10630		
HFCAGB_17945	ONMMKP_17440		
HFCAGB_17945	PKJKAM_02260		
HFCAGB_17945	PKJKAM_08375		
HFCAGB_17945	PKJKAM_10250		
AJBGEP_00280	AJBGEP_00280		
AJBGEP_00285	AJBGEP_00285		
AJBGEP_00285	AJBGEP_03960		
AJBGEP_00280	AJBGEP_03965		
AJBGEP_00280	AJBGEP_17665		
AJBGEP_00285	AJBGEP_17670		
AJBGEP_00280	BEJGEH_00285		
AJBGEP_00285	BEJGEH_00290		
AJBGEP_00285	BEJGEH_03840		
AJBGEP_00280	BEJGEH_03845		
AJBGEP_00280	BEJGEH_16905		
AJBGEP_00285	BEJGEH_16910		
AJBGEP_00280	GEGEGB_00295		
AJBGEP_00285	GEGEGB_00300		
AJBGEP_00280	GEGEGB_17215		
AJBGEP_00285	GEGEGB_17220		
AJBGEP_00280	HFCAGB_00290		
AJBGEP_00285	HFCAGB_00295		
AJBGEP_00285	HFCAGB_04240		
AJBGEP_00280	HFCAGB_04245		
AJBGEP_00280	HFCAGB_17935		
AJBGEP_00285	HFCAGB_17940		
AJBGEP_00280	IKCLMC_06810		F
AJBGEP_00285	IKCLMC_15760		
AJBGEP_00280	IKCLMC_15765		
AJBGEP_00285	IKCLMC_17485		
AJBGEP_00280	IKCLMC_17490		
AJBGEP_00280	LNHIMF_00280		
AJBGEP_00285	LNHIMF_00285		
AJBGEP_00280	LNHIMF_17020		
AJBGEP_00285	LNHIMF_17025		
AJBGEP_00280	ODDLKH_02660		
AJBGEP_00285	ODDLKH_02665		
AJBGEP_00285	ODDLKH_06305		
AJBGEP_00280	ODDLKH_06310		
AJBGEP_00280	ODDLKH_18980		
AJBGEP_00285	ODDLKH_18985		
AJBGEP_00280	ONMMKP_06950		
AJBGEP_00285	ONMMKP_06955		
AJBGEP_00285	ONMMKP_10635		
AJBGEP_00280	ONMMKP_10640		
AJBGEP_00285	ONMMKP_17445		
AJBGEP_00280	ONMMKP_17450		
AJBGEP_00285	PKJKAM_02265		
AJBGEP_00285	PKJKAM_08380		
AJBGEP_00280	PKJKAM_08385		
AJBGEP_00285	PKJKAM_10255		
AJBGEP_00280	PKJKAM_10260		
AJBGEP_17870	AJBGEP_02475		
AJBGEP_17870	AJBGEP_17870		
AJBGEP_17870	BEJGEH_02420		
AJBGEP_17870	BEJGEH_17105		
AJBGEP_17870	GEGEGB_12570		
AJBGEP_17870	GEGEGB_17410		
AJBGEP_17870	GEGEGB_17415		F
AJBGEP_17870	HFCAGB_02500		
AJBGEP_17870	HFCAGB_18145		
AJBGEP_17870	IKCLMC_11190		
AJBGEP_17870	IKCLMC_17290		
AJBGEP_17870	LNHIMF_02500		
AJBGEP_17870	LNHIMF_17220		
AJBGEP_17870	ODDLKH_04815		
AJBGEP_17870	ODDLKH_19190		
AJBGEP_17870	ONMMKP_08420		
AJBGEP_17870	ONMMKP_17250		
AJBGEP_17870	PKJKAM_08180		
AJBGEP_17870	PKJKAM_16345		F
AJBGEP_17870	PKJKAM_16350		F
AJBGEP_04710	AJBGEP_04710		
AJBGEP_12085	AJBGEP_12085		
AJBGEP_12090	AJBGEP_12090		
HFCAGB_12560	AJBGEP_12095		
AJBGEP_12100	AJBGEP_12100		
AJBGEP_12105	AJBGEP_12105		
AJBGEP_12110	AJBGEP_12110		
AJBGEP_20100	AJBGEP_12115		
AJBGEP_12085	AJBGEP_20070		
AJBGEP_12090	AJBGEP_20075		
HFCAGB_12560	AJBGEP_20080		
AJBGEP_12100	AJBGEP_20085		
AJBGEP_12105	AJBGEP_20090		
AJBGEP_12110	AJBGEP_20095		
AJBGEP_20100	AJBGEP_20100		
AJBGEP_04710	BEJGEH_03460		
AJBGEP_04710	BEJGEH_05165		
AJBGEP_04710	BEJGEH_09815		
AJBGEP_12085	BEJGEH_11360		
AJBGEP_12090	BEJGEH_11365		
HFCAGB_12560	BEJGEH_11370		
AJBGEP_12100	BEJGEH_11375		
AJBGEP_12105	BEJGEH_11380		
AJBGEP_12110	BEJGEH_11385		
AJBGEP_20100	BEJGEH_11390		
AJBGEP_04710	BEJGEH_16100		
AJBGEP_04710	BEJGEH_17555		
AJBGEP_12085	BEJGEH_19350		
AJBGEP_12090	BEJGEH_19355		
HFCAGB_12560	BEJGEH_19360		
AJBGEP_12100	BEJGEH_19365		
AJBGEP_12105	BEJGEH_19370		
AJBGEP_12110	BEJGEH_19375		
AJBGEP_20100	BEJGEH_19380		
AJBGEP_04710	BEJGEH_22905		
AJBGEP_20100	GEGEGB_03285		
AJBGEP_12110	GEGEGB_03290		
AJBGEP_12105	GEGEGB_03295		
AJBGEP_12100	GEGEGB_03300		
HFCAGB_12560	GEGEGB_03305		
AJBGEP_12090	GEGEGB_03310		
AJBGEP_12085	GEGEGB_03315		
AJBGEP_20100	GEGEGB_19530		
AJBGEP_12110	GEGEGB_19535		
AJBGEP_12105	GEGEGB_19540		
AJBGEP_12100	GEGEGB_19545		
HFCAGB_12560	GEGEGB_19550		
AJBGEP_12090	GEGEGB_19555		
AJBGEP_12085	GEGEGB_19560		
AJBGEP_12085	HFCAGB_12550		
AJBGEP_12090	HFCAGB_12555		
HFCAGB_12560	HFCAGB_12560		
AJBGEP_12100	HFCAGB_12565		
AJBGEP_12105	HFCAGB_12570		
AJBGEP_12110	HFCAGB_12575		
AJBGEP_20100	HFCAGB_12580		
AJBGEP_12085	HFCAGB_20340		
AJBGEP_12090	HFCAGB_20345		
HFCAGB_12560	HFCAGB_20350		
AJBGEP_12100	HFCAGB_20355		
AJBGEP_12105	HFCAGB_20360		
AJBGEP_12110	HFCAGB_20365		
AJBGEP_20100	HFCAGB_20370		
AJBGEP_04710	IKCLMC_00160		
AJBGEP_20100	IKCLMC_08730		
AJBGEP_12110	IKCLMC_08735		
AJBGEP_12105	IKCLMC_08740		
AJBGEP_12100	IKCLMC_08745		
HFCAGB_12560	IKCLMC_08750		
AJBGEP_12090	IKCLMC_08755		
AJBGEP_12085	IKCLMC_08760		
AJBGEP_20100	IKCLMC_12845		
AJBGEP_12110	IKCLMC_12850		
AJBGEP_12105	IKCLMC_12855		
AJBGEP_12100	IKCLMC_12860		
HFCAGB_12560	IKCLMC_12865		
AJBGEP_12090	IKCLMC_12870		
AJBGEP_12085	IKCLMC_12875		
AJBGEP_04710	IKCLMC_19800		
AJBGEP_04710	IKCLMC_21325		
AJBGEP_04710	LNHIMF_04095		
